year,country_code,country_name,value,unit,source
2014,FRA,France,40218.1258637776,USD (PPP),World Bank
2015,FRA,France,40916.10535718,USD (PPP),World Bank
2016,FRA,France,42880.2351355431,USD (PPP),World Bank
2017,FRA,France,44469.1458856805,USD (PPP),World Bank
2018,FRA,France,46381.0590629457,USD (PPP),World Bank
2019,FRA,France,51130.4723140578,USD (PPP),World Bank
2020,FRA,France,49481.8044309655,USD (PPP),World Bank
2021,FRA,France,52517.3354905855,USD (PPP),World Bank
2022,FRA,France,56181.0058137403,USD (PPP),World Bank
2023,FRA,France,58317.828030698,USD (PPP),World Bank
2024,FRA,France,61321.691319446,USD (PPP),World Bank
1990,GBR,United Kingdom,17054.444821826,USD (PPP),World Bank
1991,GBR,United Kingdom,17382.8499586945,USD (PPP),World Bank
1992,GBR,United Kingdom,17802.1080142144,USD (PPP),World Bank
1993,GBR,United Kingdom,18633.0827722684,USD (PPP),World Bank
1994,GBR,United Kingdom,19712.6774084733,USD (PPP),World Bank
1995,GBR,United Kingdom,20581.042006181,USD (PPP),World Bank
1996,GBR,United Kingdom,21938.4450220767,USD (PPP),World Bank
1997,GBR,United Kingdom,23065.1905194119,USD (PPP),World Bank
1998,GBR,United Kingdom,23687.6917522907,USD (PPP),World Bank
1999,GBR,United Kingdom,24493.5013657365,USD (PPP),World Bank
2000,GBR,United Kingdom,26529.8521734351,USD (PPP),World Bank
2001,GBR,United Kingdom,27915.5304404741,USD (PPP),World Bank
2002,GBR,United Kingdom,29089.0536770407,USD (PPP),World Bank
2003,GBR,United Kingdom,30317.5243136229,USD (PPP),World Bank
2004,GBR,United Kingdom,32055.4717642346,USD (PPP),World Bank
2005,GBR,United Kingdom,32726.1331883772,USD (PPP),World Bank
2006,GBR,United Kingdom,34734.8160246415,USD (PPP),World Bank
2007,GBR,United Kingdom,35523.3115876502,USD (PPP),World Bank
2008,GBR,United Kingdom,36744.7913584035,USD (PPP),World Bank
2009,GBR,United Kingdom,35023.3323106015,USD (PPP),World Bank
2010,GBR,United Kingdom,36487.6718531875,USD (PPP),World Bank
2011,GBR,United Kingdom,37224.3787645256,USD (PPP),World Bank
2012,GBR,United Kingdom,38336.5961844419,USD (PPP),World Bank
2013,GBR,United Kingdom,39947.5369562562,USD (PPP),World Bank
2014,GBR,United Kingdom,41266.8197795309,USD (PPP),World Bank
2015,GBR,United Kingdom,42526.7003586335,USD (PPP),World Bank
2016,GBR,United Kingdom,44085.2025586772,USD (PPP),World Bank
2017,GBR,United Kingdom,46113.0211677324,USD (PPP),World Bank
2018,GBR,United Kingdom,47212.2045190522,USD (PPP),World Bank
2019,GBR,United Kingdom,50064.9605582187,USD (PPP),World Bank
2020,GBR,United Kingdom,48230.0477027461,USD (PPP),World Bank
2021,GBR,United Kingdom,51004.4271714238,USD (PPP),World Bank
2022,GBR,United Kingdom,58544.4695425536,USD (PPP),World Bank
2023,GBR,United Kingdom,57915.4940036535,USD (PPP),World Bank
2024,GBR,United Kingdom,60620.3807747583,USD (PPP),World Bank
1990,IDN,Indonesia,3043.94197509412,USD (PPP),World Bank
1991,IDN,Indonesia,3305.36393308693,USD (PPP),World Bank
1992,IDN,Indonesia,3538.4843126036,USD (PPP),World Bank
1993,IDN,Indonesia,3792.59465726279,USD (PPP),World Bank
1994,IDN,Indonesia,4095.99846606786,USD (PPP),World Bank
1995,IDN,Indonesia,4451.00021287614,USD (PPP),World Bank
1996,IDN,Indonesia,4807.0926728128,USD (PPP),World Bank
1997,IDN,Indonesia,5037.22152387708,USD (PPP),World Bank
1998,IDN,Indonesia,4355.77997397004,USD (PPP),World Bank
1999,IDN,Indonesia,4385.93971371397,USD (PPP),World Bank
2000,IDN,Indonesia,4639.03942639464,USD (PPP),World Bank
2001,IDN,Indonesia,4848.55580110852,USD (PPP),World Bank
2002,IDN,Indonesia,5076.16438159536,USD (PPP),World Bank
2003,IDN,Indonesia,5352.50750391531,USD (PPP),World Bank
2004,IDN,Indonesia,5700.04949535761,USD (PPP),World Bank
2005,IDN,Indonesia,6134.1667301082,USD (PPP),World Bank
2006,IDN,Indonesia,6583.35112358046,USD (PPP),World Bank
2007,IDN,Indonesia,7096.38768916734,USD (PPP),World Bank
2008,IDN,Indonesia,7569.25304691272,USD (PPP),World Bank
2009,IDN,Indonesia,7868.14818333554,USD (PPP),World Bank
2010,IDN,Indonesia,8353.45684733249,USD (PPP),World Bank
2011,IDN,Indonesia,8936.99215549454,USD (PPP),World Bank
2012,IDN,Indonesia,9530.29071136718,USD (PPP),World Bank
2013,IDN,Indonesia,9866.01699250847,USD (PPP),World Bank
2014,IDN,Indonesia,10064.677127417,USD (PPP),World Bank
2015,IDN,Indonesia,10027.5372996025,USD (PPP),World Bank
2016,IDN,Indonesia,10262.5951651871,USD (PPP),World Bank
2017,IDN,Indonesia,10687.6409218443,USD (PPP),World Bank
2018,IDN,Indonesia,11372.0971987612,USD (PPP),World Bank
2019,IDN,Indonesia,11986.4701508376,USD (PPP),World Bank
2020,IDN,Indonesia,11729.3674458448,USD (PPP),World Bank
2021,IDN,Indonesia,12757.0746440204,USD (PPP),World Bank
2022,IDN,Indonesia,14284.929293133,USD (PPP),World Bank
2023,IDN,Indonesia,15415.7079259527,USD (PPP),World Bank
2024,IDN,Indonesia,16448.2755179559,USD (PPP),World Bank
1990,IND,India,1211.98252596236,USD (PPP),World Bank
1991,IND,India,1239.05800550017,USD (PPP),World Bank
1992,IND,India,1308.60046648973,USD (PPP),World Bank
1993,IND,India,1374.10152892404,USD (PPP),World Bank
1994,IND,India,1466.60425541449,USD (PPP),World Bank
1995,IND,India,1578.67124418308,USD (PPP),World Bank
1996,IND,India,1694.73980804852,USD (PPP),World Bank
1997,IND,India,1758.85336185916,USD (PPP),World Bank
1998,IND,India,1852.40649050297,USD (PPP),World Bank
1999,IND,India,2006.27286702604,USD (PPP),World Bank
2000,IND,India,2090.85806894486,USD (PPP),World Bank
2001,IND,India,2199.53910446478,USD (PPP),World Bank
2002,IND,India,2277.06974775051,USD (PPP),World Bank
2003,IND,India,2461.48251610861,USD (PPP),World Bank
2004,IND,India,2681.86116841254,USD (PPP),World Bank
2005,IND,India,2936.80322011933,USD (PPP),World Bank
2006,IND,India,3220.62692939401,USD (PPP),World Bank
2007,IND,India,3508.06183171605,USD (PPP),World Bank
2008,IND,India,3633.36783240716,USD (PPP),World Bank
2009,IND,India,3886.58197693247,USD (PPP),World Bank
2010,IND,India,4206.45986002117,USD (PPP),World Bank
2011,IND,India,4454.70153200513,USD (PPP),World Bank
2012,IND,India,4819.64288218731,USD (PPP),World Bank
2013,IND,India,5014.3505659078,USD (PPP),World Bank
2014,IND,India,5191.59149903249,USD (PPP),World Bank
2015,IND,India,5425.03599091046,USD (PPP),World Bank
2016,IND,India,5800.48149366552,USD (PPP),World Bank
2017,IND,India,6144.71714444938,USD (PPP),World Bank
2018,IND,India,6714.96639877754,USD (PPP),World Bank
2019,IND,India,7150.92423452926,USD (PPP),World Bank
2020,IND,India,6966.27542785911,USD (PPP),World Bank
2021,IND,India,8050.01857452664,USD (PPP),World Bank
2022,IND,India,9207.12743040145,USD (PPP),World Bank
2023,IND,India,10323.4998734428,USD (PPP),World Bank
2024,IND,India,11158.8809230756,USD (PPP),World Bank
1990,ITA,Italy,18667.8785203188,USD (PPP),World Bank
1991,ITA,Italy,19582.5321463446,USD (PPP),World Bank
1992,ITA,Italy,20182.1740049695,USD (PPP),World Bank
1993,ITA,Italy,20471.8435498038,USD (PPP),World Bank
1994,ITA,Italy,21354.4057424861,USD (PPP),World Bank
1995,ITA,Italy,22431.2225953006,USD (PPP),World Bank
1996,ITA,Italy,23092.1885693553,USD (PPP),World Bank
1997,ITA,Italy,23931.1687000871,USD (PPP),World Bank
1998,ITA,Italy,25073.6527666681,USD (PPP),World Bank
1999,ITA,Italy,25654.6814189029,USD (PPP),World Bank
2000,ITA,Italy,27146.321184003,USD (PPP),World Bank
2001,ITA,Italy,28137.0558622418,USD (PPP),World Bank
2002,ITA,Italy,28833.0217903129,USD (PPP),World Bank
2003,ITA,Italy,29252.9002536241,USD (PPP),World Bank
2004,ITA,Italy,29584.8026525468,USD (PPP),World Bank
2005,ITA,Italy,30137.8180374437,USD (PPP),World Bank
2006,ITA,Italy,32460.5509873353,USD (PPP),World Bank
2007,ITA,Italy,34108.772309859,USD (PPP),World Bank
2008,ITA,Italy,35422.3424391113,USD (PPP),World Bank
2009,ITA,Italy,34483.7311008116,USD (PPP),World Bank
2010,ITA,Italy,34977.9942339965,USD (PPP),World Bank
2011,ITA,Italy,36392.2827759493,USD (PPP),World Bank
2012,ITA,Italy,36281.1014243506,USD (PPP),World Bank
2013,ITA,Italy,36459.2950248716,USD (PPP),World Bank
2014,ITA,Italy,36665.68576775,USD (PPP),World Bank
2015,ITA,Italy,37394.4535005423,USD (PPP),World Bank
2016,ITA,Italy,40482.562999856,USD (PPP),World Bank
2017,ITA,Italy,42142.3435406885,USD (PPP),World Bank
2018,ITA,Italy,43386.7005868803,USD (PPP),World Bank
2019,ITA,Italy,46661.9105159611,USD (PPP),World Bank
2020,ITA,Italy,44435.6434393527,USD (PPP),World Bank
2021,ITA,Italy,49825.3934111848,USD (PPP),World Bank
2022,ITA,Italy,56247.4155916998,USD (PPP),World Bank
2023,ITA,Italy,57893.4083587152,USD (PPP),World Bank
2024,ITA,Italy,60846.9830270279,USD (PPP),World Bank
1990,JPN,Japan,19912.5166053416,USD (PPP),World Bank
1991,JPN,Japan,21227.6750541886,USD (PPP),World Bank
1992,JPN,Japan,21825.7988198436,USD (PPP),World Bank
1993,JPN,Japan,22168.5602881844,USD (PPP),World Bank
1994,JPN,Japan,22823.4417107537,USD (PPP),World Bank
1995,JPN,Japan,23859.0660539005,USD (PPP),World Bank
1996,JPN,Japan,25000.533923594,USD (PPP),World Bank
1997,JPN,Japan,25620.0681023794,USD (PPP),World Bank
1998,JPN,Japan,25509.899595486,USD (PPP),World Bank
1999,JPN,Japan,25735.9710911517,USD (PPP),World Bank
2000,JPN,Japan,27287.2701912718,USD (PPP),World Bank
2001,JPN,Japan,27942.346651133,USD (PPP),World Bank
2002,JPN,Japan,28623.5884479367,USD (PPP),World Bank
2003,JPN,Japan,29392.2489916186,USD (PPP),World Bank
2004,JPN,Japan,30830.6584466434,USD (PPP),World Bank
2005,JPN,Japan,32169.867493646,USD (PPP),World Bank
2006,JPN,Japan,33634.6317066787,USD (PPP),World Bank
2007,JPN,Japan,35015.9865745127,USD (PPP),World Bank
2008,JPN,Japan,35273.791152156,USD (PPP),World Bank
2009,JPN,Japan,33547.2834245767,USD (PPP),World Bank
2010,JPN,Japan,35335.3735103814,USD (PPP),World Bank
2011,JPN,Japan,36214.4397740241,USD (PPP),World Bank
2012,JPN,Japan,37605.9742614539,USD (PPP),World Bank
2013,JPN,Japan,39402.0250988025,USD (PPP),World Bank
2014,JPN,Japan,39555.4120089198,USD (PPP),World Bank
2015,JPN,Japan,40906.594569246,USD (PPP),World Bank
2016,JPN,Japan,40596.9686628995,USD (PPP),World Bank
2017,JPN,Japan,41444.2157443912,USD (PPP),World Bank
2018,JPN,Japan,42141.9352987758,USD (PPP),World Bank
2019,JPN,Japan,42678.1511448354,USD (PPP),World Bank
