year,country_code,country_name,value,unit,source
2018,BRA,Brazil,161.373814183906,Index (2010=100),World Bank
2019,BRA,Brazil,167.397860280061,Index (2010=100),World Bank
2020,BRA,Brazil,172.774291252888,Index (2010=100),World Bank
2021,BRA,Brazil,187.117425058296,Index (2010=100),World Bank
2022,BRA,Brazil,204.482120615775,Index (2010=100),World Bank
2023,BRA,Brazil,213.87513528772,Index (2010=100),World Bank
2024,BRA,Brazil,223.216054990026,Index (2010=100),World Bank
1960,CAN,Canada,13.3443045220378,Index (2010=100),World Bank
1961,CAN,Canada,13.480251860332,Index (2010=100),World Bank
1962,CAN,Canada,13.6233543216943,Index (2010=100),World Bank
1963,CAN,Canada,13.8451631368059,Index (2010=100),World Bank
1964,CAN,Canada,14.1099026903263,Index (2010=100),World Bank
1965,CAN,Canada,14.4390383514596,Index (2010=100),World Bank
1966,CAN,Canada,14.9899828277046,Index (2010=100),World Bank
1967,CAN,Canada,15.5266170578134,Index (2010=100),World Bank
1968,CAN,Canada,16.1562678878077,Index (2010=100),World Bank
1969,CAN,Canada,16.8932455638237,Index (2010=100),World Bank
1970,CAN,Canada,17.4585002862049,Index (2010=100),World Bank
1971,CAN,Canada,17.9307384087006,Index (2010=100),World Bank
1972,CAN,Canada,18.8251287922152,Index (2010=100),World Bank
1973,CAN,Canada,20.2346880366342,Index (2010=100),World Bank
1974,CAN,Canada,22.4599313108185,Index (2010=100),World Bank
1975,CAN,Canada,24.8568975386377,Index (2010=100),World Bank
1976,CAN,Canada,26.7315397824842,Index (2010=100),World Bank
1977,CAN,Canada,28.8637664567831,Index (2010=100),World Bank
1978,CAN,Canada,31.4539210074413,Index (2010=100),World Bank
1979,CAN,Canada,34.3302804808242,Index (2010=100),World Bank
1980,CAN,Canada,37.807670291929,Index (2010=100),World Bank
1981,CAN,Canada,42.522896393818,Index (2010=100),World Bank
1982,CAN,Canada,47.1021751574127,Index (2010=100),World Bank
1983,CAN,Canada,49.8640526617058,Index (2010=100),World Bank
1984,CAN,Canada,52.0105895821408,Index (2010=100),World Bank
1985,CAN,Canada,54.0712650257584,Index (2010=100),World Bank
1986,CAN,Canada,56.3394390383515,Index (2010=100),World Bank
1987,CAN,Canada,58.7936462507155,Index (2010=100),World Bank
1988,CAN,Canada,61.1619919862622,Index (2010=100),World Bank
1989,CAN,Canada,64.2100744132799,Index (2010=100),World Bank
1990,CAN,Canada,67.279622209502,Index (2010=100),World Bank
1991,CAN,Canada,71.0646823125358,Index (2010=100),World Bank
1992,CAN,Canada,72.123640526617,Index (2010=100),World Bank
1993,CAN,Canada,73.468803663423,Index (2010=100),World Bank
1994,CAN,Canada,73.590440755581,Index (2010=100),World Bank
1995,CAN,Canada,75.1717229536348,Index (2010=100),World Bank
1996,CAN,Canada,76.352318259874,Index (2010=100),World Bank
1997,CAN,Canada,77.5901545506583,Index (2010=100),World Bank
1998,CAN,Canada,78.3629078420148,Index (2010=100),World Bank
1999,CAN,Canada,79.722381224957,Index (2010=100),World Bank
2000,CAN,Canada,81.8903835145964,Index (2010=100),World Bank
2001,CAN,Canada,83.9582140812822,Index (2010=100),World Bank
2002,CAN,Canada,85.8543216943331,Index (2010=100),World Bank
2003,CAN,Canada,88.2226674298798,Index (2010=100),World Bank
2004,CAN,Canada,89.8611906124785,Index (2010=100),World Bank
2005,CAN,Canada,91.850314825415,Index (2010=100),World Bank
2006,CAN,Canada,93.689181453921,Index (2010=100),World Bank
2007,CAN,Canada,95.6926159129937,Index (2010=100),World Bank
2008,CAN,Canada,97.9607899255867,Index (2010=100),World Bank
2009,CAN,Canada,98.2541499713795,Index (2010=100),World Bank
2010,CAN,Canada,100.0,Index (2010=100),World Bank
2011,CAN,Canada,102.912135088724,Index (2010=100),World Bank
2012,CAN,Canada,104.471951917573,Index (2010=100),World Bank
2013,CAN,Canada,105.452203777905,Index (2010=100),World Bank
2014,CAN,Canada,107.462793360046,Index (2010=100),World Bank
2015,CAN,Canada,108.672009158557,Index (2010=100),World Bank
2016,CAN,Canada,110.224670864339,Index (2010=100),World Bank
2017,CAN,Canada,111.984831139096,Index (2010=100),World Bank
2018,CAN,Canada,114.524899828277,Index (2010=100),World Bank
2019,CAN,Canada,116.757298225529,Index (2010=100),World Bank
2020,CAN,Canada,117.594447624499,Index (2010=100),World Bank
2021,CAN,Canada,121.587006296508,Index (2010=100),World Bank
2022,CAN,Canada,129.858328563251,Index (2010=100),World Bank
2023,CAN,Canada,134.895535203205,Index (2010=100),World Bank
2024,CAN,Canada,138.10818546079,Index (2010=100),World Bank
1960,CHE,Switzerland,24.041191164266,Index (2010=100),World Bank
1961,CHE,Switzerland,24.4848467950127,Index (2010=100),World Bank
1962,CHE,Switzerland,25.541611038763,Index (2010=100),World Bank
1963,CHE,Switzerland,26.4202968315877,Index (2010=100),World Bank
1964,CHE,Switzerland,27.2341891009765,Index (2010=100),World Bank
1965,CHE,Switzerland,28.1640946620174,Index (2010=100),World Bank
1966,CHE,Switzerland,29.5092060763712,Index (2010=100),World Bank
1967,CHE,Switzerland,30.6911076814071,Index (2010=100),World Bank
1968,CHE,Switzerland,31.426412074016,Index (2010=100),World Bank
1969,CHE,Switzerland,32.2086267807763,Index (2010=100),World Bank
1970,CHE,Switzerland,33.3732864692163,Index (2010=100),World Bank
1971,CHE,Switzerland,35.5669863836013,Index (2010=100),World Bank
1972,CHE,Switzerland,37.9357501812349,Index (2010=100),World Bank
1973,CHE,Switzerland,41.2569000469079,Index (2010=100),World Bank
1974,CHE,Switzerland,45.2866324097188,Index (2010=100),World Bank
1975,CHE,Switzerland,48.3192948732668,Index (2010=100),World Bank
1976,CHE,Switzerland,49.1482009361889,Index (2010=100),World Bank
1977,CHE,Switzerland,49.7851612088449,Index (2010=100),World Bank
1978,CHE,Switzerland,50.2973474100632,Index (2010=100),World Bank
1979,CHE,Switzerland,52.1320136262395,Index (2010=100),World Bank
1980,CHE,Switzerland,54.2290243166378,Index (2010=100),World Bank
1981,CHE,Switzerland,57.7486559095695,Index (2010=100),World Bank
1982,CHE,Switzerland,61.0144012032029,Index (2010=100),World Bank
1983,CHE,Switzerland,62.8142006147225,Index (2010=100),World Bank
1984,CHE,Switzerland,64.655571701771,Index (2010=100),World Bank
1985,CHE,Switzerland,66.8767487936809,Index (2010=100),World Bank
1986,CHE,Switzerland,67.3785316201579,Index (2010=100),World Bank
1987,CHE,Switzerland,68.3489993537869,Index (2010=100),World Bank
1988,CHE,Switzerland,69.6288129032681,Index (2010=100),World Bank
1989,CHE,Switzerland,71.8257898068905,Index (2010=100),World Bank
1990,CHE,Switzerland,75.7072261056968,Index (2010=100),World Bank
1991,CHE,Switzerland,80.1433641788009,Index (2010=100),World Bank
1992,CHE,Switzerland,83.3787760002361,Index (2010=100),World Bank
1993,CHE,Switzerland,86.1241237580079,Index (2010=100),World Bank
1994,CHE,Switzerland,86.8580020534487,Index (2010=100),World Bank
1995,CHE,Switzerland,88.4212964937199,Index (2010=100),World Bank
1996,CHE,Switzerland,89.1389538564488,Index (2010=100),World Bank
1997,CHE,Switzerland,89.6026773559716,Index (2010=100),World Bank
1998,CHE,Switzerland,89.6187506765555,Index (2010=100),World Bank
1999,CHE,Switzerland,90.3414760556727,Index (2010=100),World Bank
2000,CHE,Switzerland,91.7494743368115,Index (2010=100),World Bank
2001,CHE,Switzerland,92.656895290517,Index (2010=100),World Bank
2002,CHE,Switzerland,93.252411818155,Index (2010=100),World Bank
2003,CHE,Switzerland,93.8476167201897,Index (2010=100),World Bank
2004,CHE,Switzerland,94.6011274286295,Index (2010=100),World Bank
2005,CHE,Switzerland,95.7098093179335,Index (2010=100),World Bank
2006,CHE,Switzerland,96.723863632636,Index (2010=100),World Bank
2007,CHE,Switzerland,97.4322214313128,Index (2010=100),World Bank
2008,CHE,Switzerland,99.7959672366681,Index (2010=100),World Bank
2009,CHE,Switzerland,99.316465640817,Index (2010=100),World Bank
2010,CHE,Switzerland,100.0,Index (2010=100),World Bank
2011,CHE,Switzerland,100.231349207651,Index (2010=100),World Bank
2012,CHE,Switzerland,99.5371949759392,Index (2010=100),World Bank
2013,CHE,Switzerland,99.3208776033038,Index (2010=100),World Bank
2014,CHE,Switzerland,99.3077647259499,Index (2010=100),World Bank
2015,CHE,Switzerland,98.1717745930005,Index (2010=100),World Bank
2016,CHE,Switzerland,97.7451017375587,Index (2010=100),World Bank
2017,CHE,Switzerland,98.2668532046593,Index (2010=100),World Bank
2018,CHE,Switzerland,99.1869606006829,Index (2010=100),World Bank
2019,CHE,Switzerland,99.5468963730059,Index (2010=100),World Bank
2020,CHE,Switzerland,98.8243104053428,Index (2010=100),World Bank
2021,CHE,Switzerland,99.3992842451935,Index (2010=100),World Bank
2022,CHE,Switzerland,102.21728177187,Index (2010=100),World Bank
2023,CHE,Switzerland,104.400030506506,Index (2010=100),World Bank
2024,CHE,Switzerland,105.509114228825,Index (2010=100),World Bank
1986,CHN,China,26.0483197849659,Index (2010=100),World Bank
1987,CHN,China,27.9326123967096,Index (2010=100),World Bank
1988,CHN,China,33.1872445880263,Index (2010=100),World Bank
1989,CHN,China,39.2424692179247,Index (2010=100),World Bank
1990,CHN,China,40.4402632290027,Index (2010=100),World Bank
1991,CHN,China,41.8785962689823,Index (2010=100),World Bank
1992,CHN,China,44.5395544614716,Index (2010=100),World Bank
1993,CHN,China,51.0468183922653,Index (2010=100),World Bank
1994,CHN,China,63.4292398842776,Index (2010=100),World Bank
1995,CHN,China,74.0797863737527,Index (2010=100),World Bank
1996,CHN,China,80.2381577567065,Index (2010=100),World Bank
1997,CHN,China,82.4739659836287,Index (2010=100),World Bank
1998,CHN,China,81.8362888154733,Index (2010=100),World Bank
1999,CHN,China,80.6893755831361,Index (2010=100),World Bank
2000,CHN,China,80.9700222903011,Index (2010=100),World Bank
2001,CHN,China,81.552298456301,Index (2010=100),World Bank
2002,CHN,China,80.955359361403,Index (2010=100),World Bank
2003,CHN,China,81.8682148167155,Index (2010=100),World Bank
2004,CHN,China,84.9993772047539,Index (2010=100),World Bank
2005,CHN,China,86.5093181065058,Index (2010=100),World Bank
2006,CHN,China,87.9362296125358,Index (2010=100),World Bank
2007,CHN,China,92.1719134940607,Index (2010=100),World Bank
2008,CHN,China,97.6333310615016,Index (2010=100),World Bank
2009,CHN,China,96.9223990713834,Index (2010=100),World Bank
2010,CHN,China,100.0,Index (2010=100),World Bank
2011,CHN,China,105.553898922575,Index (2010=100),World Bank
2012,CHN,China,108.318908982374,Index (2010=100),World Bank
2013,CHN,China,111.158001765192,Index (2010=100),World Bank
2014,CHN,China,113.294060199837,Index (2010=100),World Bank
2015,CHN,China,114.922122819495,Index (2010=100),World Bank
2016,CHN,China,117.220567369674,Index (2010=100),World Bank
2017,CHN,China,119.088050428682,Index (2010=100),World Bank
2018,CHN,China,121.558877866113,Index (2010=100),World Bank
2019,CHN,China,125.083154382075,Index (2010=100),World Bank
2020,CHN,China,128.109443605623,Index (2010=100),World Bank
2021,CHN,China,129.366216637457,Index (2010=100),World Bank
2022,CHN,China,131.919356668535,Index (2010=100),World Bank
2023,CHN,China,132.229151902431,Index (2010=100),World Bank
2024,CHN,China,132.517581947783,Index (2010=100),World Bank
1960,DEU,Germany,24.6460704672795,Index (2010=100),World Bank
1961,DEU,Germany,25.2113761550113,Index (2010=100),World Bank
1962,DEU,Germany,25.9282036997301,Index (2010=100),World Bank
1963,DEU,Germany,26.6974830741086,Index (2010=100),World Bank
1964,DEU,Germany,27.321065747114,Index (2010=100),World Bank
1965,DEU,Germany,28.206901917499,Index (2010=100),World Bank
1966,DEU,Germany,29.203468786457,Index (2010=100),World Bank
1967,DEU,Germany,29.7279776648559,Index (2010=100),World Bank
1968,DEU,Germany,30.1650649435156,Index (2010=100),World Bank
1969,DEU,Germany,30.7420256515742,Index (2010=100),World Bank
1970,DEU,Germany,31.8027021959782,Index (2010=100),World Bank
1971,DEU,Germany,33.4694737028883,Index (2010=100),World Bank
1972,DEU,Germany,35.305251951825,Index (2010=100),World Bank
1973,DEU,Germany,37.7879257398802,Index (2010=100),World Bank
1974,DEU,Germany,40.4279531332749,Index (2010=100),World Bank
1975,DEU,Germany,42.8173811077969,Index (2010=100),World Bank
1976,DEU,Germany,44.6356772971534,Index (2010=100),World Bank
1977,DEU,Germany,46.302445978604,Index (2010=100),World Bank
1978,DEU,Germany,47.5612691704011,Index (2010=100),World Bank
1979,DEU,Germany,49.4844661936176,Index (2010=100),World Bank
1980,DEU,Germany,52.1769444748521,Index (2010=100),World Bank
1981,DEU,Germany,55.487176506199,Index (2010=100),World Bank
1982,DEU,Germany,58.3952844362268,Index (2010=100),World Bank
1983,DEU,Germany,60.3184833430829,Index (2010=100),World Bank
1984,DEU,Germany,61.7696214339205,Index (2010=100),World Bank
1985,DEU,Germany,63.045925743478,Index (2010=100),World Bank
1986,DEU,Germany,62.9643358920914,Index (2010=100),World Bank
1987,DEU,Germany,63.1216876137913,Index (2010=100),World Bank
1988,DEU,Germany,63.9259329909699,Index (2010=100),World Bank
1989,DEU,Germany,65.7034380219124,Index (2010=100),World Bank
1990,DEU,Germany,67.4751103626825,Index (2010=100),World Bank
1991,DEU,Germany,70.2058500742827,Index (2010=100),World Bank
1992,DEU,Germany,73.756144444307,Index (2010=100),World Bank
1993,DEU,Germany,77.0564195564705,Index (2010=100),World Bank
1994,DEU,Germany,79.1315923938292,Index (2010=100),World Bank
1995,DEU,Germany,80.4817042975643,Index (2010=100),World Bank
1996,DEU,Germany,81.6484693106268,Index (2010=100),World Bank
1997,DEU,Germany,83.2319368540699,Index (2010=100),World Bank
1998,DEU,Germany,83.9903325585578,Index (2010=100),World Bank
1999,DEU,Germany,84.482039736113,Index (2010=100),World Bank
2000,DEU,Germany,85.6988078472918,Index (2010=100),World Bank
2001,DEU,Germany,87.3989499142195,Index (2010=100),World Bank
2002,DEU,Germany,88.6407195744564,Index (2010=100),World Bank
2003,DEU,Germany,89.5574615623787,Index (2010=100),World Bank
2004,DEU,Germany,91.0492533059359,Index (2010=100),World Bank
2005,DEU,Germany,92.457704355053,Index (2010=100),World Bank
2006,DEU,Germany,93.9161566186468,Index (2010=100),World Bank
2007,DEU,Germany,96.0746729759051,Index (2010=100),World Bank
2008,DEU,Germany,98.5998802890494,Index (2010=100),World Bank
2009,DEU,Germany,98.9082405759318,Index (2010=100),World Bank
2010,DEU,Germany,100.0,Index (2010=100),World Bank
2011,DEU,Germany,102.075172837359,Index (2010=100),World Bank
2012,DEU,Germany,104.1253413002,Index (2010=100),World Bank
2013,DEU,Germany,105.692139574571,Index (2010=100),World Bank
2014,DEU,Germany,106.650549555164,Index (2010=100),World Bank
2015,DEU,Germany,107.199187857464,Index (2010=100),World Bank
2016,DEU,Germany,107.72633665683,Index (2010=100),World Bank
2017,DEU,Germany,109.35246016194,Index (2010=100),World Bank
2018,DEU,Germany,111.246629356349,Index (2010=100),World Bank
2019,DEU,Germany,112.854877121191,Index (2010=100),World Bank
2020,DEU,Germany,113.018378926344,Index (2010=100),World Bank
2021,DEU,Germany,116.484275880086,Index (2010=100),World Bank
2022,DEU,Germany,124.489744387368,Index (2010=100),World Bank
2023,DEU,Germany,131.892448207044,Index (2010=100),World Bank
2024,DEU,Germany,134.868598852104,Index (2010=100),World Bank
1960,ESP,Spain,2.8588172636632,Index (2010=100),World Bank
1961,ESP,Spain,2.88195232452844,Index (2010=100),World Bank
1962,ESP,Spain,3.04641027663252,Index (2010=100),World Bank
1963,ESP,Spain,3.31277918143836,Index (2010=100),World Bank
1964,ESP,Spain,3.54398621445885,Index (2010=100),World Bank
1965,ESP,Spain,4.01229343780496,Index (2010=100),World Bank
1966,ESP,Spain,4.2626752767703,Index (2010=100),World Bank
1967,ESP,Spain,4.53512975493322,Index (2010=100),World Bank
1968,ESP,Spain,4.75981668689015,Index (2010=100),World Bank
1969,ESP,Spain,4.86264525036417,Index (2010=100),World Bank
1970,ESP,Spain,5.14133049286065,Index (2010=100),World Bank
1971,ESP,Spain,5.56481608351142,Index (2010=100),World Bank
1972,ESP,Spain,6.02515367153582,Index (2010=100),World Bank
1973,ESP,Spain,6.71302784949169,Index (2010=100),World Bank
1974,ESP,Spain,7.76565568263989,Index (2010=100),World Bank
1975,ESP,Spain,9.08218949512879,Index (2010=100),World Bank
1976,ESP,Spain,10.6829144998085,Index (2010=100),World Bank
1977,ESP,Spain,13.3042948213001,Index (2010=100),World Bank
1978,ESP,Spain,15.9350422412622,Index (2010=100),World Bank
1979,ESP,Spain,18.4305073987535,Index (2010=100),World Bank
1980,ESP,Spain,21.2986449158928,Index (2010=100),World Bank
1981,ESP,Spain,24.3974583977492,Index (2010=100),World Bank
1982,ESP,Spain,27.9143525271117,Index (2010=100),World Bank
1983,ESP,Spain,31.312666107314,Index (2010=100),World Bank
1984,ESP,Spain,34.8448214426548,Index (2010=100),World Bank
1985,ESP,Spain,37.9162025718187,Index (2010=100),World Bank
1986,ESP,Spain,41.2509095815592,Index (2010=100),World Bank
1987,ESP,Spain,43.4157650034635,Index (2010=100),World Bank
1988,ESP,Spain,45.5159030679195,Index (2010=100),World Bank
1989,ESP,Spain,48.6070864218881,Index (2010=100),World Bank
1990,ESP,Spain,51.8743670462093,Index (2010=100),World Bank
1991,ESP,Spain,54.952702709123,Index (2010=100),World Bank
1992,ESP,Spain,58.2083927605955,Index (2010=100),World Bank
1993,ESP,Spain,60.8679759826759,Index (2010=100),World Bank
1994,ESP,Spain,63.7399789245035,Index (2010=100),World Bank
1995,ESP,Spain,66.7190602114961,Index (2010=100),World Bank
1996,ESP,Spain,69.0934885457812,Index (2010=100),World Bank
1997,ESP,Spain,70.455372303681,Index (2010=100),World Bank
1998,ESP,Spain,71.7477563338138,Index (2010=100),World Bank
1999,ESP,Spain,73.405379287671,Index (2010=100),World Bank
2000,ESP,Spain,75.925764461848,Index (2010=100),World Bank
2001,ESP,Spain,78.6513734705299,Index (2010=100),World Bank
2002,ESP,Spain,81.0625546960444,Index (2010=100),World Bank
2003,ESP,Spain,83.5259552625553,Index (2010=100),World Bank
2004,ESP,Spain,86.0645168646731,Index (2010=100),World Bank
2005,ESP,Spain,88.9638704417587,Index (2010=100),World Bank
2006,ESP,Spain,92.09146271357,Index (2010=100),World Bank
2007,ESP,Spain,94.6578652555523,Index (2010=100),World Bank
2008,ESP,Spain,98.5154982815584,Index (2010=100),World Bank
2009,ESP,Spain,98.2319577881941,Index (2010=100),World Bank
2010,ESP,Spain,100.0,Index (2010=100),World Bank
2011,ESP,Spain,103.196101888338,Index (2010=100),World Bank
2012,ESP,Spain,105.720410449569,Index (2010=100),World Bank
2013,ESP,Spain,107.209568161367,Index (2010=100),World Bank
2014,ESP,Spain,107.047558596627,Index (2010=100),World Bank
2015,ESP,Spain,106.511929320121,Index (2010=100),World Bank
2016,ESP,Spain,106.296138281102,Index (2010=100),World Bank
2017,ESP,Spain,108.375371885592,Index (2010=100),World Bank
2018,ESP,Spain,110.190639172868,Index (2010=100),World Bank
2019,ESP,Spain,110.961443623997,Index (2010=100),World Bank
2020,ESP,Spain,110.603312216661,Index (2010=100),World Bank
2021,ESP,Spain,114.024422110457,Index (2010=100),World Bank
2022,ESP,Spain,123.591728295232,Index (2010=100),World Bank
2023,ESP,Spain,127.957434718697,Index (2010=100),World Bank
2024,ESP,Spain,131.50720206156,Index (2010=100),World Bank
1960,FRA,France,10.4335934118144,Index (2010=100),World Bank
1961,FRA,France,10.684047757307,Index (2010=100),World Bank
1962,FRA,France,11.2536442661317,Index (2010=100),World Bank
1963,FRA,France,11.8162311495891,Index (2010=100),World Bank
1964,FRA,France,12.1956729838639,Index (2010=100),World Bank
1965,FRA,France,12.5253347762586,Index (2010=100),World Bank
1966,FRA,France,12.8512440831266,Index (2010=100),World Bank
1967,FRA,France,13.2100221717785,Index (2010=100),World Bank
1968,FRA,France,13.8101805416249,Index (2010=100),World Bank
1969,FRA,France,14.6451389255486,Index (2010=100),World Bank
1970,FRA,France,15.4212787485263,Index (2010=100),World Bank
1971,FRA,France,16.2536451459642,Index (2010=100),World Bank
1972,FRA,France,17.239104154569,Index (2010=100),World Bank
1973,FRA,France,18.5114536592233,Index (2010=100),World Bank
1974,FRA,France,21.0381407380035,Index (2010=100),World Bank
1975,FRA,France,23.4966425592567,Index (2010=100),World Bank
1976,FRA,France,25.7583108976051,Index (2010=100),World Bank
1977,FRA,France,28.2039478083373,Index (2010=100),World Bank
1978,FRA,France,30.8129704904186,Index (2010=100),World Bank
1979,FRA,France,34.0935455489275,Index (2010=100),World Bank
1980,FRA,France,38.7175095461824,Index (2010=100),World Bank
1981,FRA,France,43.872515792993,Index (2010=100),World Bank
1982,FRA,France,49.1277727920604,Index (2010=100),World Bank
1983,FRA,France,53.7750382727129,Index (2010=100),World Bank
1984,FRA,France,57.9016285699203,Index (2010=100),World Bank
1985,FRA,France,61.2779302820743,Index (2010=100),World Bank
1986,FRA,France,62.8334864241848,Index (2010=100),World Bank
1987,FRA,France,64.9000158369846,Index (2010=100),World Bank
1988,FRA,France,66.65284537824,Index (2010=100),World Bank
1989,FRA,France,68.9845633391402,Index (2010=100),World Bank
