year,country_code,country_name,value,unit,source
2004,JPN,Japan,293.608773897134,% of GDP,World Bank
2005,JPN,Japan,294.479711016917,% of GDP,World Bank
2006,JPN,Japan,288.82574179205,% of GDP,World Bank
2007,JPN,Japan,280.759832940743,% of GDP,World Bank
2008,JPN,Japan,287.303812370719,% of GDP,World Bank
2009,JPN,Japan,313.902033061084,% of GDP,World Bank
2010,JPN,Japan,311.661509708809,% of GDP,World Bank
2011,JPN,Japan,320.432229320439,% of GDP,World Bank
2012,JPN,Japan,327.868401739389,% of GDP,World Bank
2013,JPN,Japan,336.965554984602,% of GDP,World Bank
2014,JPN,Japan,344.926765238208,% of GDP,World Bank
2015,JPN,Japan,341.142455573764,% of GDP,World Bank
2016,JPN,Japan,346.832508947128,% of GDP,World Bank
2017,JPN,Japan,352.149390767584,% of GDP,World Bank
2018,JPN,Japan,350.615462584578,% of GDP,World Bank
2019,JPN,Japan,363.317971259922,% of GDP,World Bank
2020,JPN,Japan,393.569525207266,% of GDP,World Bank
2021,JPN,Japan,390.900436709173,% of GDP,World Bank
2022,JPN,Japan,385.354126450029,% of GDP,World Bank
2023,JPN,Japan,379.387324984689,% of GDP,World Bank
2024,JPN,Japan,371.957702951893,% of GDP,World Bank
1997,MEX,Mexico,32.2989342385386,% of GDP,World Bank
1998,MEX,Mexico,29.4790902748526,% of GDP,World Bank
1999,MEX,Mexico,27.6482330637553,% of GDP,World Bank
2000,MEX,Mexico,26.717632890503,% of GDP,World Bank
2001,MEX,Mexico,25.9046117617241,% of GDP,World Bank
2002,MEX,Mexico,29.2020424762803,% of GDP,World Bank
2003,MEX,Mexico,30.3838722554267,% of GDP,World Bank
2004,MEX,Mexico,29.4656769525924,% of GDP,World Bank
2005,MEX,Mexico,29.6537401620658,% of GDP,World Bank
2006,MEX,Mexico,32.5458666239476,% of GDP,World Bank
2007,MEX,Mexico,34.9682751622348,% of GDP,World Bank
2008,MEX,Mexico,35.094459983554,% of GDP,World Bank
2009,MEX,Mexico,40.9288967450544,% of GDP,World Bank
2010,MEX,Mexico,41.7645467336001,% of GDP,World Bank
2011,MEX,Mexico,42.3532219264192,% of GDP,World Bank
2012,MEX,Mexico,43.670803065274,% of GDP,World Bank
2013,MEX,Mexico,46.5374178867183,% of GDP,World Bank
2014,MEX,Mexico,47.2560985218799,% of GDP,World Bank
2015,MEX,Mexico,50.6861176302505,% of GDP,World Bank
2016,MEX,Mexico,53.0504914826419,% of GDP,World Bank
2017,MEX,Mexico,53.3342277001531,% of GDP,World Bank
2018,MEX,Mexico,52.9432450540973,% of GDP,World Bank
2019,MEX,Mexico,56.7237027966163,% of GDP,World Bank
2020,MEX,Mexico,61.6028018649335,% of GDP,World Bank
2021,MEX,Mexico,60.515943045036,% of GDP,World Bank
2022,MEX,Mexico,58.8503197460432,% of GDP,World Bank
2023,MEX,Mexico,58.6215908684324,% of GDP,World Bank
2024,MEX,Mexico,63.1331657241959,% of GDP,World Bank
2008,TUR,Turkey,51.7823732177076,% of GDP,World Bank
2009,TUR,Turkey,61.2402692510188,% of GDP,World Bank
2010,TUR,Turkey,67.6005202184328,% of GDP,World Bank
2011,TUR,Turkey,66.1551113325285,% of GDP,World Bank
2012,TUR,Turkey,66.6425964214666,% of GDP,World Bank
2013,TUR,Turkey,72.3555640676851,% of GDP,World Bank
2014,TUR,Turkey,74.9403642837415,% of GDP,World Bank
2015,TUR,Turkey,77.1367796050065,% of GDP,World Bank
2016,TUR,Turkey,80.0507516589936,% of GDP,World Bank
2017,TUR,Turkey,80.2921005949606,% of GDP,World Bank
2018,TUR,Turkey,82.2136366394873,% of GDP,World Bank
2019,TUR,Turkey,82.8108293079276,% of GDP,World Bank
2020,TUR,Turkey,100.207133904601,% of GDP,World Bank
2021,TUR,Turkey,95.3439166453416,% of GDP,World Bank
2022,TUR,Turkey,74.1019439461728,% of GDP,World Bank
2023,TUR,Turkey,66.0121799470094,% of GDP,World Bank
2024,TUR,Turkey,59.5610270350429,% of GDP,World Bank
1960,USA,United States,101.253613899501,% of GDP,World Bank
1961,USA,United States,106.585111126439,% of GDP,World Bank
1962,USA,United States,106.323335402826,% of GDP,World Bank
1963,USA,United States,110.373748096785,% of GDP,World Bank
1964,USA,United States,112.404053743046,% of GDP,World Bank
1965,USA,United States,114.050937074177,% of GDP,World Bank
1966,USA,United States,109.612695226812,% of GDP,World Bank
1967,USA,United States,114.101148115128,% of GDP,World Bank
1968,USA,United States,114.48237268867,% of GDP,World Bank
1969,USA,United States,110.856675199444,% of GDP,World Bank
1970,USA,United States,112.68844709492,% of GDP,World Bank
1971,USA,United States,116.132488557355,% of GDP,World Bank
1972,USA,United States,119.884774625736,% of GDP,World Bank
1973,USA,United States,117.20040825783,% of GDP,World Bank
1974,USA,United States,113.781809100588,% of GDP,World Bank
1975,USA,United States,113.664692623223,% of GDP,World Bank
1976,USA,United States,113.992250030144,% of GDP,World Bank
1977,USA,United States,113.624040322011,% of GDP,World Bank
1978,USA,United States,113.720596558372,% of GDP,World Bank
1979,USA,United States,114.096981305227,% of GDP,World Bank
1980,USA,United States,116.443531993794,% of GDP,World Bank
1981,USA,United States,111.498434026202,% of GDP,World Bank
1982,USA,United States,118.037680224677,% of GDP,World Bank
1983,USA,United States,122.98639956482,% of GDP,World Bank
1984,USA,United States,124.194136974066,% of GDP,World Bank
1985,USA,United States,134.287134949328,% of GDP,World Bank
1986,USA,United States,143.463323689343,% of GDP,World Bank
1987,USA,United States,145.602764309799,% of GDP,World Bank
1988,USA,United States,144.541127134445,% of GDP,World Bank
1989,USA,United States,147.771961974555,% of GDP,World Bank
1990,USA,United States,145.621236294368,% of GDP,World Bank
1991,USA,United States,152.861166724047,% of GDP,World Bank
1992,USA,United States,154.276387250518,% of GDP,World Bank
1993,USA,United States,158.39517276342,% of GDP,World Bank
1994,USA,United States,156.338856215982,% of GDP,World Bank
1995,USA,United States,166.23649911336,% of GDP,World Bank
1996,USA,United States,171.58527778039,% of GDP,World Bank
1997,USA,United States,180.069289034776,% of GDP,World Bank
1998,USA,United States,190.517730604362,% of GDP,World Bank
1999,USA,United States,201.879418278641,% of GDP,World Bank
2000,USA,United States,191.592429155516,% of GDP,World Bank
2001,USA,United States,199.357262332067,% of GDP,World Bank
2002,USA,United States,192.652542314159,% of GDP,World Bank
2003,USA,United States,207.576690985565,% of GDP,World Bank
2004,USA,United States,213.942161239624,% of GDP,World Bank
2005,USA,United States,217.250724834221,% of GDP,World Bank
2006,USA,United States,227.000366844688,% of GDP,World Bank
2007,USA,United States,235.965155590875,% of GDP,World Bank
2008,USA,United States,214.062269789467,% of GDP,World Bank
2009,USA,United States,222.081807626314,% of GDP,World Bank
2010,USA,United States,218.025331916873,% of GDP,World Bank
2011,USA,United States,219.286220980245,% of GDP,World Bank
2012,USA,United States,221.135147608819,% of GDP,World Bank
2013,USA,United States,229.677161315331,% of GDP,World Bank
2014,USA,United States,231.851428966051,% of GDP,World Bank
2015,USA,United States,230.215166723699,% of GDP,World Bank
2016,USA,United States,235.357839511779,% of GDP,World Bank
2017,USA,United States,244.294700612605,% of GDP,World Bank
2018,USA,United States,231.896711944952,% of GDP,World Bank
2019,USA,United States,245.99857427579,% of GDP,World Bank
2020,USA,United States,281.060281212341,% of GDP,World Bank
2021,USA,United States,291.727257079154,% of GDP,World Bank
2022,USA,United States,247.2679967356,% of GDP,World Bank
2023,USA,United States,250.143026884164,% of GDP,World Bank
2024,USA,United States,257.411132619677,% of GDP,World Bank
