year,country_code,country_name,value,unit,source
2017,CHN,China,16757.9736318662,USD (constant 2017 PPP),World Bank
2018,CHN,China,17806.7902349725,USD (constant 2017 PPP),World Bank
2019,CHN,China,18820.5131033646,USD (constant 2017 PPP),World Bank
2020,CHN,China,19215.1541703465,USD (constant 2017 PPP),World Bank
2021,CHN,China,20843.2978347377,USD (constant 2017 PPP),World Bank
2022,CHN,China,21499.3822834427,USD (constant 2017 PPP),World Bank
2023,CHN,China,22687.0758723942,USD (constant 2017 PPP),World Bank
2024,CHN,China,23845.6197217259,USD (constant 2017 PPP),World Bank
1990,DEU,Germany,42373.5294799642,USD (constant 2017 PPP),World Bank
1991,DEU,Germany,44214.7525746781,USD (constant 2017 PPP),World Bank
1992,DEU,Germany,44763.6627655452,USD (constant 2017 PPP),World Bank
1993,DEU,Germany,44037.5239185785,USD (constant 2017 PPP),World Bank
1994,DEU,Germany,45024.9926723959,USD (constant 2017 PPP),World Bank
1995,DEU,Germany,45568.6761456875,USD (constant 2017 PPP),World Bank
1996,DEU,Germany,45908.6634208239,USD (constant 2017 PPP),World Bank
1997,DEU,Germany,46691.8189004002,USD (constant 2017 PPP),World Bank
1998,DEU,Germany,47663.3362699388,USD (constant 2017 PPP),World Bank
1999,DEU,Germany,48647.1678973791,USD (constant 2017 PPP),World Bank
2000,DEU,Germany,49979.1331725952,USD (constant 2017 PPP),World Bank
2001,DEU,Germany,50711.6804711795,USD (constant 2017 PPP),World Bank
2002,DEU,Germany,50510.9059526937,USD (constant 2017 PPP),World Bank
2003,DEU,Germany,50215.4253930358,USD (constant 2017 PPP),World Bank
2004,DEU,Germany,50810.1431030412,USD (constant 2017 PPP),World Bank
2005,DEU,Germany,51289.2800426687,USD (constant 2017 PPP),World Bank
2006,DEU,Germany,53326.9769360948,USD (constant 2017 PPP),World Bank
2007,DEU,Germany,54941.6017527234,USD (constant 2017 PPP),World Bank
2008,DEU,Germany,55547.3107476973,USD (constant 2017 PPP),World Bank
2009,DEU,Germany,52600.2325169242,USD (constant 2017 PPP),World Bank
2010,DEU,Germany,54865.4305267761,USD (constant 2017 PPP),World Bank
2011,DEU,Germany,57992.3667447647,USD (constant 2017 PPP),World Bank
2012,DEU,Germany,58158.1379700188,USD (constant 2017 PPP),World Bank
2013,DEU,Germany,58223.6495302747,USD (constant 2017 PPP),World Bank
2014,DEU,Germany,59239.3401017561,USD (constant 2017 PPP),World Bank
2015,DEU,Germany,59699.3381223014,USD (constant 2017 PPP),World Bank
2016,DEU,Germany,60578.2870698037,USD (constant 2017 PPP),World Bank
2017,DEU,Germany,61991.4973083418,USD (constant 2017 PPP),World Bank
2018,DEU,Germany,62495.4989453146,USD (constant 2017 PPP),World Bank
2019,DEU,Germany,62970.7160913279,USD (constant 2017 PPP),World Bank
2020,DEU,Germany,60342.6627037391,USD (constant 2017 PPP),World Bank
2021,DEU,Germany,62530.7653199239,USD (constant 2017 PPP),World Bank
2022,DEU,Germany,62931.9684095826,USD (constant 2017 PPP),World Bank
2023,DEU,Germany,62686.5408495937,USD (constant 2017 PPP),World Bank
2024,DEU,Germany,62829.7960031194,USD (constant 2017 PPP),World Bank
1990,ESP,Spain,31773.2267420042,USD (constant 2017 PPP),World Bank
1991,ESP,Spain,32499.3481371902,USD (constant 2017 PPP),World Bank
1992,ESP,Spain,32641.082719936,USD (constant 2017 PPP),World Bank
1993,ESP,Spain,32137.3138437727,USD (constant 2017 PPP),World Bank
1994,ESP,Spain,32746.9287826598,USD (constant 2017 PPP),World Bank
1995,ESP,Spain,33501.7314182929,USD (constant 2017 PPP),World Bank
1996,ESP,Spain,34232.3786868602,USD (constant 2017 PPP),World Bank
1997,ESP,Spain,35312.0862854389,USD (constant 2017 PPP),World Bank
1998,ESP,Spain,36679.0942334698,USD (constant 2017 PPP),World Bank
1999,ESP,Spain,38141.316878689,USD (constant 2017 PPP),World Bank
2000,ESP,Spain,39945.8971298178,USD (constant 2017 PPP),World Bank
2001,ESP,Spain,41224.2924057393,USD (constant 2017 PPP),World Bank
2002,ESP,Spain,41766.0378188791,USD (constant 2017 PPP),World Bank
2003,ESP,Spain,42223.130174522,USD (constant 2017 PPP),World Bank
2004,ESP,Spain,42793.3902326006,USD (constant 2017 PPP),World Bank
2005,ESP,Spain,43570.7652574033,USD (constant 2017 PPP),World Bank
2006,ESP,Spain,44572.6815459931,USD (constant 2017 PPP),World Bank
2007,ESP,Spain,45301.2843416374,USD (constant 2017 PPP),World Bank
2008,ESP,Spain,44926.348951812,USD (constant 2017 PPP),World Bank
2009,ESP,Spain,42852.220888454,USD (constant 2017 PPP),World Bank
2010,ESP,Spain,42695.5274189933,USD (constant 2017 PPP),World Bank
2011,ESP,Spain,42271.8346788238,USD (constant 2017 PPP),World Bank
2012,ESP,Spain,41034.0481566356,USD (constant 2017 PPP),World Bank
2013,ESP,Spain,40594.914008768,USD (constant 2017 PPP),World Bank
2014,ESP,Spain,41339.4111169417,USD (constant 2017 PPP),World Bank
2015,ESP,Spain,43053.761430314,USD (constant 2017 PPP),World Bank
2016,ESP,Spain,44274.6676149922,USD (constant 2017 PPP),World Bank
2017,ESP,Spain,45446.2508575695,USD (constant 2017 PPP),World Bank
2018,ESP,Spain,46325.2099441141,USD (constant 2017 PPP),World Bank
2019,ESP,Spain,46896.4171141424,USD (constant 2017 PPP),World Bank
2020,ESP,Spain,41553.4477945675,USD (constant 2017 PPP),World Bank
2021,ESP,Spain,44251.6658222621,USD (constant 2017 PPP),World Bank
2022,ESP,Spain,46649.5635364824,USD (constant 2017 PPP),World Bank
2023,ESP,Spain,47341.1717852534,USD (constant 2017 PPP),World Bank
2024,ESP,Spain,48373.0455699185,USD (constant 2017 PPP),World Bank
1990,FRA,France,38655.8856842914,USD (constant 2017 PPP),World Bank
1991,FRA,France,38937.9522513749,USD (constant 2017 PPP),World Bank
1992,FRA,France,39331.9041920718,USD (constant 2017 PPP),World Bank
1993,FRA,France,39020.6141584284,USD (constant 2017 PPP),World Bank
1994,FRA,France,39801.3888979817,USD (constant 2017 PPP),World Bank
1995,FRA,France,40570.7169560557,USD (constant 2017 PPP),World Bank
1996,FRA,France,40990.7395148125,USD (constant 2017 PPP),World Bank
1997,FRA,France,41876.9330265158,USD (constant 2017 PPP),World Bank
1998,FRA,France,43162.5423856938,USD (constant 2017 PPP),World Bank
1999,FRA,France,44400.1357889191,USD (constant 2017 PPP),World Bank
2000,FRA,France,45922.4789363701,USD (constant 2017 PPP),World Bank
2001,FRA,France,46454.8706927365,USD (constant 2017 PPP),World Bank
2002,FRA,France,46610.7820717214,USD (constant 2017 PPP),World Bank
2003,FRA,France,46730.975806379,USD (constant 2017 PPP),World Bank
2004,FRA,France,47720.4413351103,USD (constant 2017 PPP),World Bank
2005,FRA,France,48257.4650937971,USD (constant 2017 PPP),World Bank
2006,FRA,France,49223.247197008,USD (constant 2017 PPP),World Bank
2007,FRA,France,50157.7837477634,USD (constant 2017 PPP),World Bank
2008,FRA,France,50068.2969141379,USD (constant 2017 PPP),World Bank
2009,FRA,France,48404.9657826363,USD (constant 2017 PPP),World Bank
2010,FRA,France,49130.422942344,USD (constant 2017 PPP),World Bank
2011,FRA,France,50085.6829779109,USD (constant 2017 PPP),World Bank
2012,FRA,France,49935.6269081617,USD (constant 2017 PPP),World Bank
2013,FRA,France,50066.5304324783,USD (constant 2017 PPP),World Bank
2014,FRA,France,50326.567863089,USD (constant 2017 PPP),World Bank
2015,FRA,France,50682.8953586333,USD (constant 2017 PPP),World Bank
2016,FRA,France,50984.075297832,USD (constant 2017 PPP),World Bank
2017,FRA,France,51895.5662985838,USD (constant 2017 PPP),World Bank
2018,FRA,France,52560.9536243841,USD (constant 2017 PPP),World Bank
2019,FRA,France,53448.5548849943,USD (constant 2017 PPP),World Bank
2020,FRA,France,49311.333409639,USD (constant 2017 PPP),World Bank
2021,FRA,France,52517.3354905855,USD (constant 2017 PPP),World Bank
2022,FRA,France,53691.6174870768,USD (constant 2017 PPP),World Bank
2023,FRA,France,54017.8741725591,USD (constant 2017 PPP),World Bank
2024,FRA,France,54464.9816695754,USD (constant 2017 PPP),World Bank
1990,GBR,United Kingdom,34307.9389203036,USD (constant 2017 PPP),World Bank
1991,GBR,United Kingdom,33824.7164696843,USD (constant 2017 PPP),World Bank
1992,GBR,United Kingdom,33868.6659567157,USD (constant 2017 PPP),World Bank
1993,GBR,United Kingdom,34628.8178663815,USD (constant 2017 PPP),World Bank
1994,GBR,United Kingdom,35869.2108760814,USD (constant 2017 PPP),World Bank
1995,GBR,United Kingdom,36680.1361095979,USD (constant 2017 PPP),World Bank
1996,GBR,United Kingdom,37531.528034176,USD (constant 2017 PPP),World Bank
1997,GBR,United Kingdom,39278.5302449758,USD (constant 2017 PPP),World Bank
1998,GBR,United Kingdom,40496.8619543731,USD (constant 2017 PPP),World Bank
1999,GBR,United Kingdom,41596.4703790327,USD (constant 2017 PPP),World Bank
2000,GBR,United Kingdom,43247.6363841289,USD (constant 2017 PPP),World Bank
2001,GBR,United Kingdom,44189.8549094421,USD (constant 2017 PPP),World Bank
2002,GBR,United Kingdom,44793.3260796919,USD (constant 2017 PPP),World Bank
2003,GBR,United Kingdom,45990.7158894902,USD (constant 2017 PPP),World Bank
2004,GBR,United Kingdom,46853.7925502931,USD (constant 2017 PPP),World Bank
2005,GBR,United Kingdom,47804.7852704727,USD (constant 2017 PPP),World Bank
2006,GBR,United Kingdom,48584.4359655863,USD (constant 2017 PPP),World Bank
2007,GBR,United Kingdom,49472.9859832834,USD (constant 2017 PPP),World Bank
2008,GBR,United Kingdom,48963.0231634107,USD (constant 2017 PPP),World Bank
2009,GBR,United Kingdom,46348.7534285525,USD (constant 2017 PPP),World Bank
2010,GBR,United Kingdom,47013.8824059552,USD (constant 2017 PPP),World Bank
2011,GBR,United Kingdom,47178.9199174847,USD (constant 2017 PPP),World Bank
2012,GBR,United Kingdom,47550.942852854,USD (constant 2017 PPP),World Bank
2013,GBR,United Kingdom,48083.8034269041,USD (constant 2017 PPP),World Bank
2014,GBR,United Kingdom,49250.5599904054,USD (constant 2017 PPP),World Bank
2015,GBR,United Kingdom,49983.3485901235,USD (constant 2017 PPP),World Bank
2016,GBR,United Kingdom,50540.8797670822,USD (constant 2017 PPP),World Bank
2017,GBR,United Kingdom,51601.140444708,USD (constant 2017 PPP),World Bank
2018,GBR,United Kingdom,52071.2696607082,USD (constant 2017 PPP),World Bank
2019,GBR,United Kingdom,52645.5441982903,USD (constant 2017 PPP),World Bank
2020,GBR,United Kingdom,47144.7221502814,USD (constant 2017 PPP),World Bank
2021,GBR,United Kingdom,51004.4271714238,USD (constant 2017 PPP),World Bank
2022,GBR,United Kingdom,52982.1749240341,USD (constant 2017 PPP),World Bank
2023,GBR,United Kingdom,52502.915327751,USD (constant 2017 PPP),World Bank
2024,GBR,United Kingdom,52517.9848574945,USD (constant 2017 PPP),World Bank
1990,IDN,Indonesia,4873.05380133263,USD (constant 2017 PPP),World Bank
1991,IDN,Indonesia,5118.46789591815,USD (constant 2017 PPP),World Bank
1992,IDN,Indonesia,5357.3758979759,USD (constant 2017 PPP),World Bank
1993,IDN,Indonesia,5609.15178814269,USD (constant 2017 PPP),World Bank
1994,IDN,Indonesia,5931.23473426762,USD (constant 2017 PPP),World Bank
1995,IDN,Indonesia,6312.93453561158,USD (constant 2017 PPP),World Bank
1996,IDN,Indonesia,6695.40975787395,USD (constant 2017 PPP),World Bank
1997,IDN,Indonesia,6897.00236563331,USD (constant 2017 PPP),World Bank
1998,IDN,Indonesia,5897.68530859207,USD (constant 2017 PPP),World Bank
1999,IDN,Indonesia,5855.65800744994,USD (constant 2017 PPP),World Bank
2000,IDN,Indonesia,6056.38197842165,USD (constant 2017 PPP),World Bank
2001,IDN,Indonesia,6190.51954040991,USD (constant 2017 PPP),World Bank
2002,IDN,Indonesia,6381.94955179996,USD (constant 2017 PPP),World Bank
2003,IDN,Indonesia,6599.09193597034,USD (constant 2017 PPP),World Bank
2004,IDN,Indonesia,6843.54654972364,USD (constant 2017 PPP),World Bank
2005,IDN,Indonesia,7140.8545640704,USD (constant 2017 PPP),World Bank
2006,IDN,Indonesia,7434.48785352221,USD (constant 2017 PPP),World Bank
2007,IDN,Indonesia,7802.46406905954,USD (constant 2017 PPP),World Bank
2008,IDN,Indonesia,8165.06155116624,USD (constant 2017 PPP),World Bank
2009,IDN,Indonesia,8435.4557468629,USD (constant 2017 PPP),World Bank
2010,IDN,Indonesia,8848.22473702066,USD (constant 2017 PPP),World Bank
2011,IDN,Indonesia,9274.96955181702,USD (constant 2017 PPP),World Bank
2012,IDN,Indonesia,9708.61182531081,USD (constant 2017 PPP),World Bank
2013,IDN,Indonesia,10121.8141535043,USD (constant 2017 PPP),World Bank
2014,IDN,Indonesia,10504.3869411088,USD (constant 2017 PPP),World Bank
2015,IDN,Indonesia,10893.6621142169,USD (constant 2017 PPP),World Bank
2016,IDN,Indonesia,11319.6634287738,USD (constant 2017 PPP),World Bank
2017,IDN,Indonesia,11772.5743296107,USD (constant 2017 PPP),World Bank
2018,IDN,Indonesia,12262.2310300771,USD (constant 2017 PPP),World Bank
2019,IDN,Indonesia,12757.7850854842,USD (constant 2017 PPP),World Bank
2020,IDN,Indonesia,12388.5449268131,USD (constant 2017 PPP),World Bank
2021,IDN,Indonesia,12757.0746440204,USD (constant 2017 PPP),World Bank
2022,IDN,Indonesia,13334.2653947637,USD (constant 2017 PPP),World Bank
2023,IDN,Indonesia,13889.9749067297,USD (constant 2017 PPP),World Bank
2024,IDN,Indonesia,14470.4372020578,USD (constant 2017 PPP),World Bank
1990,IND,India,2203.14703867968,USD (constant 2017 PPP),World Bank
1991,IND,India,2178.6859145401,USD (constant 2017 PPP),World Bank
1992,IND,India,2249.69790389274,USD (constant 2017 PPP),World Bank
1993,IND,India,2307.60714181108,USD (constant 2017 PPP),World Bank
1994,IND,India,2411.46273689083,USD (constant 2017 PPP),World Bank
1995,IND,India,2542.42211133345,USD (constant 2017 PPP),World Bank
1996,IND,India,2680.27888437082,USD (constant 2017 PPP),World Bank
1997,IND,India,2734.52089133672,USD (constant 2017 PPP),World Bank
1998,IND,India,2847.96234988663,USD (constant 2017 PPP),World Bank
1999,IND,India,3041.48258556057,USD (constant 2017 PPP),World Bank
2000,IND,India,3099.5028215766,USD (constant 2017 PPP),World Bank
2001,IND,India,3188.81024020636,USD (constant 2017 PPP),World Bank
2002,IND,India,3250.69565544917,USD (constant 2017 PPP),World Bank
2003,IND,India,3445.92592352395,USD (constant 2017 PPP),World Bank
2004,IND,India,3656.12620652098,USD (constant 2017 PPP),World Bank
2005,IND,India,3881.9661798273,USD (constant 2017 PPP),World Bank
2006,IND,India,4129.77837009239,USD (constant 2017 PPP),World Bank
2007,IND,India,4379.69604361151,USD (constant 2017 PPP),World Bank
2008,IND,India,4450.39022919238,USD (constant 2017 PPP),World Bank
2009,IND,India,4731.36160463896,USD (constant 2017 PPP),World Bank
2010,IND,India,5059.2827108398,USD (constant 2017 PPP),World Bank
2011,IND,India,5249.54925694026,USD (constant 2017 PPP),World Bank
2012,IND,India,5460.43768570052,USD (constant 2017 PPP),World Bank
2013,IND,India,5732.24189090876,USD (constant 2017 PPP),World Bank
2014,IND,India,6079.84393523695,USD (constant 2017 PPP),World Bank
2015,IND,India,6488.14602910787,USD (constant 2017 PPP),World Bank
