video_id,comment_id,comment_type,parent_comment_id,comment_text_display,like_count,reply_count,published_at
kUNUI7eNscA,UgwSxdruo3GAoVGmfZF4AaABAg,top_level,,O ho tamna ko dekhne ki tamna thi tumhari 😂,56,0,2025-10-06T08:02:26Z
kUNUI7eNscA,UgyMuplBW9b-WLTVd0N4AaABAg,top_level,,"Just double press the volume down button to mute, even my tv has it",22,0,2025-10-08T10:42:44Z
kUNUI7eNscA,Ugwck9sA_zrtmzWtTkR4AaABAg,top_level,,Bhai jb maine TV install karwaya tha tb maine bhi sbse phle yhi gaana chalaya tha 😂😂,9,0,2025-10-09T17:06:18Z
kUNUI7eNscA,UgxWPbYzkmRm69vO3sp4AaABAg,top_level,,Favourite gana 😂<br>Ab to 4k me dekhoge wo bhi zoom kkrkr ke😂😂,0,0,2025-10-25T18:51:17Z
kUNUI7eNscA,UgwZ1Y2nqMVv0tAVNfN4AaABAg,top_level,,Bro press vol button to mute don’t do vol up or down,155,5,2025-10-06T06:38:55Z
kUNUI7eNscA,UgwZ1Y2nqMVv0tAVNfN4AaABAg.ANvowBtheo_ANvuqfQ60oQ,reply,UgwZ1Y2nqMVv0tAVNfN4AaABAg,"No , that is the problem I explained in Lg",29,0,2025-10-06T07:30:36Z
kUNUI7eNscA,UgwZ1Y2nqMVv0tAVNfN4AaABAg.ANvowBtheo_ANvwkFdZL4I,reply,UgwZ1Y2nqMVv0tAVNfN4AaABAg,"​@XpressReview2 baar dabao ek sath vol down ko, mute hojata hai",11,0,2025-10-06T07:47:12Z
kUNUI7eNscA,UgwZ1Y2nqMVv0tAVNfN4AaABAg.ANvowBtheo_ANw9cAZbHgt,reply,UgwZ1Y2nqMVv0tAVNfN4AaABAg,"​@XpressReviewbuy a Universal remote of LG from the lg technician, all functions work.",1,0,2025-10-06T09:48:26Z
kUNUI7eNscA,UgwZ1Y2nqMVv0tAVNfN4AaABAg.ANvowBtheo_ANwp8RacTfM,reply,UgwZ1Y2nqMVv0tAVNfN4AaABAg,​@XpressReviewbro lg ka ek old model remote chala ke dekna use mute hota hai mere usme bhi nhi hota tha to lg walo ne mujhe ek 2 model ka Remote diya use mute hota tha❤,0,0,2025-10-06T15:59:58Z
kUNUI7eNscA,UgwZ1Y2nqMVv0tAVNfN4AaABAg.ANvowBtheo_ANyfnK8CVdZ,reply,UgwZ1Y2nqMVv0tAVNfN4AaABAg,​@XpressReview bhai purna wala sale kroge kya,0,0,2025-10-07T09:16:47Z
kUNUI7eNscA,Ugxt0ioOWwcGmBlwEOJ4AaABAg,top_level,,Bhai sab lok aj ki rat laga ke screen quality kyun dekhte hai bhai😂😂😂😂,10,1,2025-10-07T07:28:50Z
kUNUI7eNscA,Ugxt0ioOWwcGmBlwEOJ4AaABAg.ANyURdSjF_3ANz4ircrJSm,reply,Ugxt0ioOWwcGmBlwEOJ4AaABAg,Maza usme hi aata hai 😂,2,0,2025-10-07T13:03:22Z
kUNUI7eNscA,UgxgSqHhSDyppxK4VBN4AaABAg,top_level,,2 tap on vol button 😅,19,0,2025-10-06T09:35:30Z
kUNUI7eNscA,Ugx2irxRwQ8kosyY8uV4AaABAg,top_level,,2 din pehle hi maine apne new tv pe yahi song bja ke opening kya😊😊,0,0,2025-10-17T14:30:42Z
kUNUI7eNscA,Ugx0OIMWR8bqhkYiHWh4AaABAg,top_level,,Aloo khou ge 😂😂😂❤🎉😢,1,0,2025-10-06T16:18:55Z
kUNUI7eNscA,UgxmcWr0N3aE8I8Ly3h4AaABAg,top_level,,"55k , how ! ?🤯<br>Please don&#39;t make people fool . price never went below 1,18999/-",11,2,2025-10-17T18:09:19Z
kUNUI7eNscA,UgxmcWr0N3aE8I8Ly3h4AaABAg.AOONgOD5DRpAOYOYrvc3I7,reply,UgxmcWr0N3aE8I8Ly3h4AaABAg,Shi kha,1,0,2025-10-21T15:29:18Z
kUNUI7eNscA,UgxmcWr0N3aE8I8Ly3h4AaABAg.AOONgOD5DRpAOeB0MGWH4p,reply,UgxmcWr0N3aE8I8Ly3h4AaABAg,Flipkart vale 55k me used oled tv bhej denge,0,0,2025-10-24T06:45:40Z
kUNUI7eNscA,UgxNmZNCLact24X7c454AaABAg,top_level,,Lg 55 inch tv me 8k me aaj ki raat dekh me me maza ajata hai😂😅 crystal clear shama ka dance ❤,2,0,2025-10-11T16:50:33Z
kUNUI7eNscA,UgwEHRf7sfLGFfQNHvx4AaABAg,top_level,,Press and hold the volume down button on the remote to engage the mute function after a short delay,1,0,2025-10-07T13:35:01Z
kUNUI7eNscA,UgzODb7sKzwG6pZp3YN4AaABAg,top_level,,V guard stabilizer le lena &amp; 2yrs extended warranty bhi zaroor lena if you can waste 1lakh for OLED then 20k for 2 yrs extended warranty won&#39;t be in Vain,5,2,2025-10-06T09:55:38Z
kUNUI7eNscA,UgzODb7sKzwG6pZp3YN4AaABAg.ANwARuc6h_wANyQpgCvVQP,reply,UgzODb7sKzwG6pZp3YN4AaABAg,Abe waste ka kya matlab ha,0,0,2025-10-07T06:57:18Z
kUNUI7eNscA,UgzODb7sKzwG6pZp3YN4AaABAg.ANwARuc6h_wANyT59H_Qo6,reply,UgzODb7sKzwG6pZp3YN4AaABAg,"​@OGMINERZ_8OLED tv are beautiful but it&#39;s risky, so handle with care is most important specially Voltage fluctuations so stabilizer is a must, OLED tv Mein hamesa burn in ka issue hota hai 2yr extended warranty is a must for OLED bcoz problem starts from 3rd yr",3,0,2025-10-07T07:17:02Z
kUNUI7eNscA,UgyIdIQVhIrs93_fp094AaABAg,top_level,,Bhai ma belhibyahi gana sun raha tha😂,3,0,2025-10-06T08:09:57Z
kUNUI7eNscA,UgzgZEg4hh7WIVXQIFJ4AaABAg,top_level,,Tammanah 😂,0,0,2025-10-20T08:25:31Z
kUNUI7eNscA,Ugxqf7L-W1irTdqqKF94AaABAg,top_level,,"Congratulations for LG OLED C5, Healthy suggestion for wall panel to make your products durable and visibility will be awesome, rest your choice, without panel board looking like home without plaster",0,0,2025-10-10T04:47:02Z
kUNUI7eNscA,UgwPCZioX-15lNPf4od4AaABAg,top_level,,Pata nahi kaun sa LG Oled 55 K mein mil raha tha QNED ka price 55000 tha😂😂,6,2,2025-10-07T18:26:15Z
kUNUI7eNscA,UgwPCZioX-15lNPf4od4AaABAg.ANzefiSci9wAO005AsqUsc,reply,UgwPCZioX-15lNPf4od4AaABAg,32000/- ka hoga😂,0,0,2025-10-08T07:01:21Z
kUNUI7eNscA,UgwPCZioX-15lNPf4od4AaABAg.ANzefiSci9wAO8CniG1miL,reply,UgwPCZioX-15lNPf4od4AaABAg,Baki ke paise papaji ne diye honge 😂,0,0,2025-10-11T11:26:21Z
kUNUI7eNscA,UgyJ89mXBIJPgDyGtOR4AaABAg,top_level,,Sony laughing in corner😂😂,59,13,2025-10-06T07:46:50Z
kUNUI7eNscA,UgyJ89mXBIJPgDyGtOR4AaABAg.ANvwhXmR8H7ANwX1NI2R6s,reply,UgyJ89mXBIJPgDyGtOR4AaABAg,.,0,0,2025-10-06T13:12:59Z
kUNUI7eNscA,UgyJ89mXBIJPgDyGtOR4AaABAg.ANvwhXmR8H7AO00CD_RbaV,reply,UgyJ89mXBIJPgDyGtOR4AaABAg,Laughing karne do 15k ka different hota price mai,7,0,2025-10-08T07:02:18Z
kUNUI7eNscA,UgyJ89mXBIJPgDyGtOR4AaABAg.ANvwhXmR8H7AO0H0eVaf3c,reply,UgyJ89mXBIJPgDyGtOR4AaABAg,"@Imran_1oneok15k difference will be worth, after few years lg os doesn’t work properly and even up 4k scaling quality of sony is good",4,0,2025-10-08T09:29:17Z
kUNUI7eNscA,UgyJ89mXBIJPgDyGtOR4AaABAg.ANvwhXmR8H7AO0m1aZImgz,reply,UgyJ89mXBIJPgDyGtOR4AaABAg,​@Codeshadow29💯 <br>Agar EMI pe le rahe ho to 3 EMI extra aayegi <br>Par Sony is BEST,0,0,2025-10-08T14:09:02Z
kUNUI7eNscA,UgyJ89mXBIJPgDyGtOR4AaABAg.ANvwhXmR8H7AO1AYOo-BuZ,reply,UgyJ89mXBIJPgDyGtOR4AaABAg,​@Codeshadow29panel provided by LG to sony,2,0,2025-10-08T17:51:58Z
kUNUI7eNscA,Ugx7bdTMHmI0UaJck-x4AaABAg,top_level,,2 baar volume down kro mute ho jayega👍🏻,1,0,2025-10-14T17:02:16Z
kUNUI7eNscA,Ugyt-qPSYpQsrCPMqXp4AaABAg,top_level,,Favorite gaana 🤤,0,0,2025-10-24T22:37:37Z
kUNUI7eNscA,UgxJ57hdDMwvpzlDiX14AaABAg,top_level,,4 way nahi 6 way bracket/stand hai wo....,1,0,2025-10-11T17:48:07Z
kUNUI7eNscA,Ugxy3rqq7bu6nDNbFXV4AaABAg,top_level,,Double press vol down for mute😅😅,3,0,2025-10-06T07:36:06Z
kUNUI7eNscA,UgzE9LpFWBo7mn4QJVx4AaABAg,top_level,,Lg or samsung konsa lu?,1,0,2025-10-10T18:38:37Z
kUNUI7eNscA,UgygPlO-0vJizbACglV4AaABAg,top_level,,Same to same song 🤣 with 4k😁,0,0,2025-10-07T19:44:55Z
kUNUI7eNscA,Ugz88ZDb-A6JP4lwihx4AaABAg,top_level,,"Same as you I am also regretting my decision of buying lg. neither does tv has dedicated mute button, nor the range of WiFi connectivity is good. Also most disappointing part was lg live channel does not have history 18 channel 😠.",1,1,2025-10-08T09:25:43Z
kUNUI7eNscA,Ugz88ZDb-A6JP4lwihx4AaABAg.AO0GbYhQBLmAO0Gjlowvbv,reply,Ugz88ZDb-A6JP4lwihx4AaABAg,Also the quality and usability of tv wall mount is worst.,0,0,2025-10-08T09:26:50Z
kUNUI7eNscA,UgzzPkQ2qIuvWFtczAZ4AaABAg,top_level,,Fav song ❤,1,0,2025-10-06T19:27:34Z
kUNUI7eNscA,UgxU4aUfIkASK0wLngB4AaABAg,top_level,,Bhai agar lg wle technician ko bta do ki tv maine amazon ya flipkart se purchased kiya hai to gjb reaction aur behavior hota ha inka upper se jate jate bolnge sir 10star rating bhi kr dejiyega 😊,0,0,2025-10-09T15:07:31Z
kUNUI7eNscA,UgyiKoH4vqe6f_nRu2Z4AaABAg,top_level,,Gane ki vajaha se like kiya ❤,0,0,2025-10-07T04:28:01Z
kUNUI7eNscA,UgxR8cPwjx4Y9vHKtJt4AaABAg,top_level,,LG tv sabse best,1,0,2025-11-06T05:06:32Z
kUNUI7eNscA,UgzD3TlJW687P-m3K8Z4AaABAg,top_level,,"Bhai ye banda har din Naya TV, phone, ps5 accessory le leta hai, bhai ke paisa hai ki paise ke paas bhai hai😅",0,0,2025-10-07T12:45:44Z
kUNUI7eNscA,UgwUqcB1x4F4IWStGsJ4AaABAg,top_level,,Maine bhi abhi of ka tv mangwaya tha aur delivery walo ne open karne nhi diya. Jab installation wale aaye to tv deevar par lagaya par uski screen broken thi aur cracked thi aur ab uska price 4k se badh gya h 😓😢😭,0,0,2025-10-07T09:34:38Z
kUNUI7eNscA,UgxlgVWoKt_UEcnh7OZ4AaABAg,top_level,,Mouse dongle istemal kar sakte ho na😅 to usse volume icon mein jakar click kar dena😅,0,0,2025-10-07T11:20:13Z
kUNUI7eNscA,UgxsqcflGzoZl1X-Erd4AaABAg,top_level,,Bro buy another version of remote,1,0,2025-10-06T11:27:10Z
kUNUI7eNscA,UgzN-JtatYxjryknQOh4AaABAg,top_level,,"3 saal baad white lines ajati ispar , pixel cleaning krni padti phir 2-3 baar lagataar",0,0,2025-10-09T12:57:56Z
kUNUI7eNscA,Ugy-vh7RJ-4bRT2VbVR4AaABAg,top_level,,50 shades of initially,0,0,2025-10-07T17:14:56Z
kUNUI7eNscA,UgwiVAs1zNi_cpluHbV4AaABAg,top_level,,Just double tap volume down key quickly twice,0,0,2025-10-09T09:50:24Z
kUNUI7eNscA,UgwkIy7ryqnJyfqpfqF4AaABAg,top_level,,Please make dedicated video of this tv with ps5.,0,0,2025-10-06T18:14:38Z
kUNUI7eNscA,Ugzu5xf8RWm3jBdu45J4AaABAg,top_level,,Double tap karke bhi kar sakte hai shayad,1,0,2025-10-06T16:21:01Z
kUNUI7eNscA,Ugy25X2AZltCOKUVgt94AaABAg,top_level,,Volume button ko two times press karo😊❤,1,0,2025-10-06T18:16:38Z
kUNUI7eNscA,UgzRtevpnKWn-JvEAvd4AaABAg,top_level,,2 bar volume low button jaldi dabane se mute ho jata hai,0,0,2025-10-08T16:50:21Z
kUNUI7eNscA,UgxF4zjAEljK4RItHAZ4AaABAg,top_level,,Bhai LG ka Display quality m koi takkar nhi h sbko pata h😂😂😂,1,0,2025-10-06T07:34:50Z
kUNUI7eNscA,UgwwhIyJXNAUkNStDDl4AaABAg,top_level,,Aaj k time bhi TV kon chalata h😅,0,0,2025-10-21T02:03:02Z
kUNUI7eNscA,Ugxjnme3UmWUlTxyowt4AaABAg,top_level,,ALOO KHOUGE😂🎉❤😂😢😮,0,0,2025-10-06T16:19:31Z
kUNUI7eNscA,UgzOVkyCQ_dHRNeo7s94AaABAg,top_level,,Volume buttons ko press karne se mute hota hai <br>I know this because I have the same tv,0,0,2025-10-10T07:06:20Z
kUNUI7eNscA,UgwZcD4HIQ7hMY8NvaJ4AaABAg,top_level,,"Double press volume - to mute, may be that will work!",0,0,2025-10-07T07:11:07Z
kUNUI7eNscA,Ugx1fZpwv4SgWv8pQmR4AaABAg,top_level,,Disclaimer it was made in 2018 but very good tv for the price,0,0,2025-10-07T12:31:26Z
swR_-4KR5s8,UgxiPnGW4MH9yvsO5zF4AaABAg,top_level,,Aaj to youtube premium leke aaya hu ab aao ads 😂😼,1589,194,2025-08-29T12:33:37Z
swR_-4KR5s8,UgxiPnGW4MH9yvsO5zF4AaABAg.AMPbJnvn3O2AMPbloSfRz5,reply,UgxiPnGW4MH9yvsO5zF4AaABAg,4 saal se use kar rha hu,94,0,2025-08-29T12:37:35Z
swR_-4KR5s8,UgxiPnGW4MH9yvsO5zF4AaABAg.AMPbJnvn3O2AMPboTjYHsD,reply,UgxiPnGW4MH9yvsO5zF4AaABAg,😂😂😂😂😂,29,0,2025-08-29T12:37:56Z
swR_-4KR5s8,UgxiPnGW4MH9yvsO5zF4AaABAg.AMPbJnvn3O2AMPbuAE-0Ae,reply,UgxiPnGW4MH9yvsO5zF4AaABAg,American company hai bkl<br>Vanced use krna tha 😔,114,0,2025-08-29T12:38:43Z
swR_-4KR5s8,UgxiPnGW4MH9yvsO5zF4AaABAg.AMPbJnvn3O2AMPbvDkgdPd,reply,UgxiPnGW4MH9yvsO5zF4AaABAg,"I have also brought it brother, let&#39;s now play the band of YouTube ads together",26,0,2025-08-29T12:38:52Z
swR_-4KR5s8,UgxiPnGW4MH9yvsO5zF4AaABAg.AMPbJnvn3O2AMPbwloK4z-,reply,UgxiPnGW4MH9yvsO5zF4AaABAg,Mere pass yt premium nahi hai lekin aaj ad bhi nahi aayi 😂,57,0,2025-08-29T12:39:04Z
swR_-4KR5s8,Ugxigb4qCErUHixuWEV4AaABAg,top_level,,6 years updates 😍😍<br>Processor: Sapne dekhna achhi baat hai,508,36,2025-08-29T14:33:08Z
swR_-4KR5s8,Ugxigb4qCErUHixuWEV4AaABAg.AMPp-AAab4uAMPxTbbIYol,reply,Ugxigb4qCErUHixuWEV4AaABAg,sahi kaha mera khud 3 saal mein jawab de gaya tu do security updates,19,0,2025-08-29T15:47:12Z
swR_-4KR5s8,Ugxigb4qCErUHixuWEV4AaABAg.AMPp-AAab4uAMPxsDwzd6-,reply,Ugxigb4qCErUHixuWEV4AaABAg,😅,5,0,2025-08-29T15:50:42Z
swR_-4KR5s8,Ugxigb4qCErUHixuWEV4AaABAg.AMPp-AAab4uAMPy0uWrKfR,reply,Ugxigb4qCErUHixuWEV4AaABAg,😂 2 years Mai phone dead ho jayega 6 years 😂😂,20,0,2025-08-29T15:52:01Z
swR_-4KR5s8,Ugxigb4qCErUHixuWEV4AaABAg.AMPp-AAab4uAMQ1GfVdbF7,reply,Ugxigb4qCErUHixuWEV4AaABAg,Ye kya bawaser bna diye ho😅😅😅,6,0,2025-08-29T16:29:07Z
swR_-4KR5s8,Ugxigb4qCErUHixuWEV4AaABAg.AMPp-AAab4uAMQ6FKFkGEm,reply,Ugxigb4qCErUHixuWEV4AaABAg,My phone is A20 aur abhi Android 16 chala raha hoon 🥱,6,0,2025-08-29T17:12:38Z
swR_-4KR5s8,UgxAqJugMvd0xTikbzl4AaABAg,top_level,,This display looks 6 years old and they don&#39;t give 120 hz also 😢,297,11,2025-08-29T12:46:30Z
swR_-4KR5s8,UgxAqJugMvd0xTikbzl4AaABAg.AMPcnAc6QDjAMPo8GL3quh,reply,UgxAqJugMvd0xTikbzl4AaABAg,Same price mai Samsung F36 better hai 😂 with better proccesor,9,0,2025-08-29T14:25:38Z
swR_-4KR5s8,UgxAqJugMvd0xTikbzl4AaABAg.AMPcnAc6QDjAMPporRT7qC,reply,UgxAqJugMvd0xTikbzl4AaABAg,Lollll 60hazar wale iphone 60hz dete hei tereko 17k mei 90z samsung deraha hei to or kya dega,7,0,2025-08-29T14:40:20Z
swR_-4KR5s8,UgxAqJugMvd0xTikbzl4AaABAg.AMPcnAc6QDjAMPsA2eDe_D,reply,UgxAqJugMvd0xTikbzl4AaABAg,​@Rohit_OP777 Usme bhi punch hole camera nahi aur chin 9000 ke phone ke jaisi.,0,0,2025-08-29T15:00:50Z
swR_-4KR5s8,UgxAqJugMvd0xTikbzl4AaABAg.AMPcnAc6QDjAMPsLfhH3H1,reply,UgxAqJugMvd0xTikbzl4AaABAg,​@suvendujana3841 bhai tu thoda bkl hai kya,19,0,2025-08-29T15:02:25Z
swR_-4KR5s8,UgxAqJugMvd0xTikbzl4AaABAg.AMPcnAc6QDjAMPvEmjVDlf,reply,UgxAqJugMvd0xTikbzl4AaABAg,​@renderroar_official thoda nahi pura h bhai,13,0,2025-08-29T15:27:42Z
swR_-4KR5s8,UgyJBuDuOXAW1CMfB6V4AaABAg,top_level,,6 year future update <br>6 year old display <br>6 year old battery <br>4 year old processor<br>And price 19999.,91,0,2025-08-29T16:46:47Z
swR_-4KR5s8,UgwqeZfmwkkPkS9LD3p4AaABAg,top_level,,The only thing i hate about this A series is that waterdrop notch 💔,382,24,2025-08-29T12:37:11Z
swR_-4KR5s8,UgwqeZfmwkkPkS9LD3p4AaABAg.AMPbixeBD8fAMPd4GlQAWX,reply,UgwqeZfmwkkPkS9LD3p4AaABAg,"And what about bezels, performance, refresh rate, battery and so on???😂",40,0,2025-08-29T12:48:58Z
swR_-4KR5s8,UgwqeZfmwkkPkS9LD3p4AaABAg.AMPbixeBD8fAMPduPfhGTK,reply,UgwqeZfmwkkPkS9LD3p4AaABAg,I personally don&#39;t like samsung A series,24,0,2025-08-29T12:56:14Z
swR_-4KR5s8,UgwqeZfmwkkPkS9LD3p4AaABAg.AMPbixeBD8fAMPnEeVXaw9,reply,UgwqeZfmwkkPkS9LD3p4AaABAg,​@Robinmay263 fir v world mai top 10 selling list mai aata hai 😢,6,0,2025-08-29T14:17:46Z
swR_-4KR5s8,UgwqeZfmwkkPkS9LD3p4AaABAg.AMPbixeBD8fAMPr5-8HQz4,reply,UgwqeZfmwkkPkS9LD3p4AaABAg,Don&#39;t Forget Exynos Processors in Samsung A Series Phones.,0,0,2025-08-29T14:51:24Z
swR_-4KR5s8,UgwqeZfmwkkPkS9LD3p4AaABAg.AMPbixeBD8fAMPrE6-XaVs,reply,UgwqeZfmwkkPkS9LD3p4AaABAg,"Not just A series, it&#39;s the case with all of Samsung budget phones",3,0,2025-08-29T14:52:39Z
swR_-4KR5s8,UgxGrhiBfMXgEFRNuIZ4AaABAg,top_level,,"<a href=""https://www.youtube.com/watch?v=swR_-4KR5s8&amp;t=216"">3:36</a> it&#39;s 2025 and Samsung is still living in drop notch era 😅<br>Lava play under 15k has a better display and performance.",263,10,2025-08-29T12:42:19Z
swR_-4KR5s8,UgxGrhiBfMXgEFRNuIZ4AaABAg.AMPcJRImoIWAMPiWXL62Kb,reply,UgxGrhiBfMXgEFRNuIZ4AaABAg,Exactly what I thought,6,0,2025-08-29T13:36:31Z
swR_-4KR5s8,UgxGrhiBfMXgEFRNuIZ4AaABAg.AMPcJRImoIWAMPjw7Ij1g-,reply,UgxGrhiBfMXgEFRNuIZ4AaABAg,But this phones are best selling phones in world  😂,8,0,2025-08-29T13:48:53Z
swR_-4KR5s8,UgxGrhiBfMXgEFRNuIZ4AaABAg.AMPcJRImoIWAMPklBZzsio,reply,UgxGrhiBfMXgEFRNuIZ4AaABAg,"I don&#39;t even who tf is purchasing this been like 4yrs never seen a person using these samsung phones , most in our area purchase those fan edition or compact phones from samsung.​@saharshdesai6765",0,0,2025-08-29T13:56:08Z
swR_-4KR5s8,UgxGrhiBfMXgEFRNuIZ4AaABAg.AMPcJRImoIWAMPxMAbtwBO,reply,UgxGrhiBfMXgEFRNuIZ4AaABAg,"@saharshdesai6765 Popular doesn&#39;t mean good. <br><br>Most of USA doesn&#39;t have chinese brands, nor do they trust them.",4,0,2025-08-29T15:46:11Z
swR_-4KR5s8,UgxGrhiBfMXgEFRNuIZ4AaABAg.AMPcJRImoIWAMQ-Bhi796m,reply,UgxGrhiBfMXgEFRNuIZ4AaABAg,​@abhijitpanda524bro you use which phone ?,1,0,2025-08-29T16:10:58Z
swR_-4KR5s8,Ugw5b8Vc9PIW8u0-u3t4AaABAg,top_level,,"<a href=""https://www.youtube.com/watch?v=swR_-4KR5s8&amp;t=378"">6:18</a>  6 Years major updates and 6 years old water drop notch and chin size!",133,5,2025-08-29T15:05:04Z
swR_-4KR5s8,Ugw5b8Vc9PIW8u0-u3t4AaABAg.AMPse4e6zXnAMPwkoHD0f3,reply,Ugw5b8Vc9PIW8u0-u3t4AaABAg,Gajab bejjati 😂😂,8,0,2025-08-29T15:40:56Z
swR_-4KR5s8,Ugw5b8Vc9PIW8u0-u3t4AaABAg.AMPse4e6zXnAMPx4OjaX9O,reply,Ugw5b8Vc9PIW8u0-u3t4AaABAg,It&#39;s future proof guys 😆😆😆,8,0,2025-08-29T15:43:45Z
swR_-4KR5s8,Ugw5b8Vc9PIW8u0-u3t4AaABAg.AMPse4e6zXnAMSF5Fpncg1,reply,Ugw5b8Vc9PIW8u0-u3t4AaABAg,"this Exynos 1330 processor is very bad. i am using this processor and 5g network is not working properly, you have to use 4G network.Heating issue is very high in this processor. i am currently using a14 5g phone and it has Exynos 1330 processor and facing many issue when switch to 5G network.",7,0,2025-08-30T13:08:22Z
swR_-4KR5s8,Ugw5b8Vc9PIW8u0-u3t4AaABAg.AMPse4e6zXnAMdM65nWGrT,reply,Ugw5b8Vc9PIW8u0-u3t4AaABAg,bhai samsung ka display faad hota hai. punch hole ya dew drop se kya fark padta hai?,0,0,2025-09-04T06:00:33Z
swR_-4KR5s8,Ugw5b8Vc9PIW8u0-u3t4AaABAg.AMPse4e6zXnAMexmAQREZF,reply,Ugw5b8Vc9PIW8u0-u3t4AaABAg,Saho parth.. saho..,0,0,2025-09-04T20:57:43Z
swR_-4KR5s8,UgxU03zlpjTG881oEyV4AaABAg,top_level,,Upgrade mobile ❌ downgrade mobile ✅,160,6,2025-08-29T16:44:49Z
swR_-4KR5s8,UgxU03zlpjTG881oEyV4AaABAg.AMQ33aQm1N9AMUg3b2_c3G,reply,UgxU03zlpjTG881oEyV4AaABAg,@PrahladPandey-u7h agree 😔,5,0,2025-08-31T11:51:18Z
swR_-4KR5s8,UgxU03zlpjTG881oEyV4AaABAg.AMQ33aQm1N9AN03p9sVC3D,reply,UgxU03zlpjTG881oEyV4AaABAg,@Medtalkz kaise apne v yehi phone liya h kya,0,0,2025-09-13T11:02:35Z
swR_-4KR5s8,UgxU03zlpjTG881oEyV4AaABAg.AMQ33aQm1N9AN2Oke-vZPV,reply,UgxU03zlpjTG881oEyV4AaABAg,Details to bta do <br>Why downgrade,2,0,2025-09-14T08:43:57Z
swR_-4KR5s8,UgxU03zlpjTG881oEyV4AaABAg.AMQ33aQm1N9AN2Q0ri9K_x,reply,UgxU03zlpjTG881oEyV4AaABAg,​@Priyayadav-w7f search phone m51 7000 mah battery in 2020<br><br>Now search phone m36 which was launched month ago battery 5000 mah <br><br>Sb upgrade krte h with time te downgrade kr rhe ye sirf ak feature ki baat ki aur bhi kafi sare ase feature h!! Comparatively is price range mein other brand Kafi Achcha perform kar rahe hain vahin Samsung bekar !!<br><br>Mai isse kuch acha expect krta hun pr ye din va din 😭,1,0,2025-09-14T08:55:02Z
