year,country_code,country_name,value,unit,source
1990,CAN,Canada,19500.0,USD (PPP),World Bank
1991,CAN,Canada,19550.0,USD (PPP),World Bank
1992,CAN,Canada,19890.0,USD (PPP),World Bank
1993,CAN,Canada,20710.0,USD (PPP),World Bank
1994,CAN,Canada,21820.0,USD (PPP),World Bank
1995,CAN,Canada,22680.0,USD (PPP),World Bank
1996,CAN,Canada,23250.0,USD (PPP),World Bank
1997,CAN,Canada,24480.0,USD (PPP),World Bank
1998,CAN,Canada,25430.0,USD (PPP),World Bank
1999,CAN,Canada,26900.0,USD (PPP),World Bank
2000,CAN,Canada,28590.0,USD (PPP),World Bank
2001,CAN,Canada,29380.0,USD (PPP),World Bank
2002,CAN,Canada,30180.0,USD (PPP),World Bank
2003,CAN,Canada,31560.0,USD (PPP),World Bank
2004,CAN,Canada,33200.0,USD (PPP),World Bank
2005,CAN,Canada,35590.0,USD (PPP),World Bank
2006,CAN,Canada,37510.0,USD (PPP),World Bank
2007,CAN,Canada,38990.0,USD (PPP),World Bank
2008,CAN,Canada,39780.0,USD (PPP),World Bank
2009,CAN,Canada,38190.0,USD (PPP),World Bank
2010,CAN,Canada,39310.0,USD (PPP),World Bank
2011,CAN,Canada,40880.0,USD (PPP),World Bank
2012,CAN,Canada,41540.0,USD (PPP),World Bank
2013,CAN,Canada,43630.0,USD (PPP),World Bank
2014,CAN,Canada,45020.0,USD (PPP),World Bank
2015,CAN,Canada,43990.0,USD (PPP),World Bank
2016,CAN,Canada,45900.0,USD (PPP),World Bank
2017,CAN,Canada,47700.0,USD (PPP),World Bank
2018,CAN,Canada,49130.0,USD (PPP),World Bank
2019,CAN,Canada,49900.0,USD (PPP),World Bank
2020,CAN,Canada,48240.0,USD (PPP),World Bank
2021,CAN,Canada,56470.0,USD (PPP),World Bank
2022,CAN,Canada,62680.0,USD (PPP),World Bank
2023,CAN,Canada,63330.0,USD (PPP),World Bank
2024,CAN,Canada,64470.0,USD (PPP),World Bank
1990,CHE,Switzerland,28990.0,USD (PPP),World Bank
1991,CHE,Switzerland,29350.0,USD (PPP),World Bank
1992,CHE,Switzerland,29590.0,USD (PPP),World Bank
1993,CHE,Switzerland,30120.0,USD (PPP),World Bank
1994,CHE,Switzerland,30650.0,USD (PPP),World Bank
1995,CHE,Switzerland,31500.0,USD (PPP),World Bank
1996,CHE,Switzerland,32270.0,USD (PPP),World Bank
1997,CHE,Switzerland,34090.0,USD (PPP),World Bank
1998,CHE,Switzerland,35400.0,USD (PPP),World Bank
1999,CHE,Switzerland,36590.0,USD (PPP),World Bank
2000,CHE,Switzerland,39020.0,USD (PPP),World Bank
2001,CHE,Switzerland,39220.0,USD (PPP),World Bank
2002,CHE,Switzerland,39640.0,USD (PPP),World Bank
2003,CHE,Switzerland,41170.0,USD (PPP),World Bank
2004,CHE,Switzerland,42560.0,USD (PPP),World Bank
2005,CHE,Switzerland,44860.0,USD (PPP),World Bank
2006,CHE,Switzerland,49560.0,USD (PPP),World Bank
2007,CHE,Switzerland,51130.0,USD (PPP),World Bank
2008,CHE,Switzerland,50260.0,USD (PPP),World Bank
2009,CHE,Switzerland,53740.0,USD (PPP),World Bank
2010,CHE,Switzerland,57260.0,USD (PPP),World Bank
2011,CHE,Switzerland,57830.0,USD (PPP),World Bank
2012,CHE,Switzerland,60440.0,USD (PPP),World Bank
2013,CHE,Switzerland,62660.0,USD (PPP),World Bank
2014,CHE,Switzerland,63350.0,USD (PPP),World Bank
2015,CHE,Switzerland,65940.0,USD (PPP),World Bank
2016,CHE,Switzerland,66960.0,USD (PPP),World Bank
2017,CHE,Switzerland,67250.0,USD (PPP),World Bank
2018,CHE,Switzerland,68130.0,USD (PPP),World Bank
2019,CHE,Switzerland,71170.0,USD (PPP),World Bank
2020,CHE,Switzerland,70510.0,USD (PPP),World Bank
2021,CHE,Switzerland,78090.0,USD (PPP),World Bank
2022,CHE,Switzerland,88840.0,USD (PPP),World Bank
2023,CHE,Switzerland,87740.0,USD (PPP),World Bank
2024,CHE,Switzerland,90820.0,USD (PPP),World Bank
1990,CHN,China,990.0,USD (PPP),World Bank
1991,CHN,China,1110.0,USD (PPP),World Bank
1992,CHN,China,1280.0,USD (PPP),World Bank
1993,CHN,China,1470.0,USD (PPP),World Bank
1994,CHN,China,1680.0,USD (PPP),World Bank
1995,CHN,China,1850.0,USD (PPP),World Bank
1996,CHN,China,2060.0,USD (PPP),World Bank
1997,CHN,China,2270.0,USD (PPP),World Bank
1998,CHN,China,2440.0,USD (PPP),World Bank
1999,CHN,China,2650.0,USD (PPP),World Bank
2000,CHN,China,2930.0,USD (PPP),World Bank
2001,CHN,China,3210.0,USD (PPP),World Bank
2002,CHN,China,3550.0,USD (PPP),World Bank
2003,CHN,China,3980.0,USD (PPP),World Bank
2004,CHN,China,4490.0,USD (PPP),World Bank
2005,CHN,China,5110.0,USD (PPP),World Bank
2006,CHN,China,5940.0,USD (PPP),World Bank
2007,CHN,China,6950.0,USD (PPP),World Bank
2008,CHN,China,7760.0,USD (PPP),World Bank
2009,CHN,China,8430.0,USD (PPP),World Bank
2010,CHN,China,9370.0,USD (PPP),World Bank
2011,CHN,China,10360.0,USD (PPP),World Bank
2012,CHN,China,11390.0,USD (PPP),World Bank
2013,CHN,China,12130.0,USD (PPP),World Bank
2014,CHN,China,12960.0,USD (PPP),World Bank
2015,CHN,China,13400.0,USD (PPP),World Bank
2016,CHN,China,14090.0,USD (PPP),World Bank
2017,CHN,China,15000.0,USD (PPP),World Bank
2018,CHN,China,16230.0,USD (PPP),World Bank
2019,CHN,China,17550.0,USD (PPP),World Bank
2020,CHN,China,18120.0,USD (PPP),World Bank
2021,CHN,China,20700.0,USD (PPP),World Bank
2022,CHN,China,22840.0,USD (PPP),World Bank
2023,CHN,China,24970.0,USD (PPP),World Bank
2024,CHN,China,26920.0,USD (PPP),World Bank
1990,DEU,Germany,19720.0,USD (PPP),World Bank
1991,DEU,Germany,21120.0,USD (PPP),World Bank
1992,DEU,Germany,21830.0,USD (PPP),World Bank
1993,DEU,Germany,21960.0,USD (PPP),World Bank
1994,DEU,Germany,22840.0,USD (PPP),World Bank
1995,DEU,Germany,23580.0,USD (PPP),World Bank
1996,DEU,Germany,24160.0,USD (PPP),World Bank
1997,DEU,Germany,24600.0,USD (PPP),World Bank
1998,DEU,Germany,25300.0,USD (PPP),World Bank
1999,DEU,Germany,26330.0,USD (PPP),World Bank
2000,DEU,Germany,27300.0,USD (PPP),World Bank
2001,DEU,Germany,28470.0,USD (PPP),World Bank
2002,DEU,Germany,29200.0,USD (PPP),World Bank
2003,DEU,Germany,29990.0,USD (PPP),World Bank
2004,DEU,Germany,31950.0,USD (PPP),World Bank
2005,DEU,Germany,32580.0,USD (PPP),World Bank
2006,DEU,Germany,35330.0,USD (PPP),World Bank
2007,DEU,Germany,37440.0,USD (PPP),World Bank
2008,DEU,Germany,38810.0,USD (PPP),World Bank
2009,DEU,Germany,38390.0,USD (PPP),World Bank
2010,DEU,Germany,40520.0,USD (PPP),World Bank
2011,DEU,Germany,44510.0,USD (PPP),World Bank
2012,DEU,Germany,45290.0,USD (PPP),World Bank
2013,DEU,Germany,46960.0,USD (PPP),World Bank
2014,DEU,Germany,48940.0,USD (PPP),World Bank
2015,DEU,Germany,49510.0,USD (PPP),World Bank
2016,DEU,Germany,53040.0,USD (PPP),World Bank
2017,DEU,Germany,55480.0,USD (PPP),World Bank
2018,DEU,Germany,58480.0,USD (PPP),World Bank
2019,DEU,Germany,61460.0,USD (PPP),World Bank
2020,DEU,Germany,60170.0,USD (PPP),World Bank
2021,DEU,Germany,64640.0,USD (PPP),World Bank
2022,DEU,Germany,70040.0,USD (PPP),World Bank
2023,DEU,Germany,71100.0,USD (PPP),World Bank
2024,DEU,Germany,74880.0,USD (PPP),World Bank
1990,ESP,Spain,13510.0,USD (PPP),World Bank
1991,ESP,Spain,14290.0,USD (PPP),World Bank
1992,ESP,Spain,14660.0,USD (PPP),World Bank
1993,ESP,Spain,14840.0,USD (PPP),World Bank
1994,ESP,Spain,15240.0,USD (PPP),World Bank
1995,ESP,Spain,16130.0,USD (PPP),World Bank
1996,ESP,Spain,16720.0,USD (PPP),World Bank
1997,ESP,Spain,17680.0,USD (PPP),World Bank
1998,ESP,Spain,18840.0,USD (PPP),World Bank
1999,ESP,Spain,19750.0,USD (PPP),World Bank
2000,ESP,Spain,21420.0,USD (PPP),World Bank
2001,ESP,Spain,22640.0,USD (PPP),World Bank
2002,ESP,Spain,24100.0,USD (PPP),World Bank
2003,ESP,Spain,24860.0,USD (PPP),World Bank
2004,ESP,Spain,25920.0,USD (PPP),World Bank
2005,ESP,Spain,27250.0,USD (PPP),World Bank
2006,ESP,Spain,30190.0,USD (PPP),World Bank
2007,ESP,Spain,31740.0,USD (PPP),World Bank
2008,ESP,Spain,32420.0,USD (PPP),World Bank
2009,ESP,Spain,31580.0,USD (PPP),World Bank
2010,ESP,Spain,31340.0,USD (PPP),World Bank
2011,ESP,Spain,31450.0,USD (PPP),World Bank
2012,ESP,Spain,31610.0,USD (PPP),World Bank
2013,ESP,Spain,32400.0,USD (PPP),World Bank
2014,ESP,Spain,33640.0,USD (PPP),World Bank
2015,ESP,Spain,35210.0,USD (PPP),World Bank
2016,ESP,Spain,37670.0,USD (PPP),World Bank
2017,ESP,Spain,39810.0,USD (PPP),World Bank
2018,ESP,Spain,41030.0,USD (PPP),World Bank
2019,ESP,Spain,44090.0,USD (PPP),World Bank
2020,ESP,Spain,39400.0,USD (PPP),World Bank
2021,ESP,Spain,44550.0,USD (PPP),World Bank
2022,ESP,Spain,50690.0,USD (PPP),World Bank
2023,ESP,Spain,52970.0,USD (PPP),World Bank
2024,ESP,Spain,56630.0,USD (PPP),World Bank
1990,FRA,France,17540.0,USD (PPP),World Bank
1991,FRA,France,18240.0,USD (PPP),World Bank
1992,FRA,France,18880.0,USD (PPP),World Bank
1993,FRA,France,19180.0,USD (PPP),World Bank
1994,FRA,France,19950.0,USD (PPP),World Bank
1995,FRA,France,20770.0,USD (PPP),World Bank
1996,FRA,France,21460.0,USD (PPP),World Bank
1997,FRA,France,22470.0,USD (PPP),World Bank
1998,FRA,France,23580.0,USD (PPP),World Bank
1999,FRA,France,24710.0,USD (PPP),World Bank
2000,FRA,France,26440.0,USD (PPP),World Bank
2001,FRA,France,27870.0,USD (PPP),World Bank
2002,FRA,France,28680.0,USD (PPP),World Bank
2003,FRA,France,28430.0,USD (PPP),World Bank
2004,FRA,France,29350.0,USD (PPP),World Bank
2005,FRA,France,30980.0,USD (PPP),World Bank
2006,FRA,France,33110.0,USD (PPP),World Bank
2007,FRA,France,34780.0,USD (PPP),World Bank
2008,FRA,France,35850.0,USD (PPP),World Bank
2009,FRA,France,35500.0,USD (PPP),World Bank
2010,FRA,France,36790.0,USD (PPP),World Bank
2011,FRA,France,38550.0,USD (PPP),World Bank
2012,FRA,France,38550.0,USD (PPP),World Bank
2013,FRA,France,40530.0,USD (PPP),World Bank
2014,FRA,France,41130.0,USD (PPP),World Bank
2015,FRA,France,41740.0,USD (PPP),World Bank
2016,FRA,France,43750.0,USD (PPP),World Bank
2017,FRA,France,45370.0,USD (PPP),World Bank
2018,FRA,France,47430.0,USD (PPP),World Bank
2019,FRA,France,52660.0,USD (PPP),World Bank
2020,FRA,France,50480.0,USD (PPP),World Bank
2021,FRA,France,54160.0,USD (PPP),World Bank
2022,FRA,France,57750.0,USD (PPP),World Bank
2023,FRA,France,59410.0,USD (PPP),World Bank
2024,FRA,France,62620.0,USD (PPP),World Bank
1990,GBR,United Kingdom,17430.0,USD (PPP),World Bank
1991,GBR,United Kingdom,17820.0,USD (PPP),World Bank
1992,GBR,United Kingdom,18460.0,USD (PPP),World Bank
1993,GBR,United Kingdom,19310.0,USD (PPP),World Bank
1994,GBR,United Kingdom,20760.0,USD (PPP),World Bank
1995,GBR,United Kingdom,20000.0,USD (PPP),World Bank
1996,GBR,United Kingdom,21260.0,USD (PPP),World Bank
1997,GBR,United Kingdom,22730.0,USD (PPP),World Bank
1998,GBR,United Kingdom,23820.0,USD (PPP),World Bank
1999,GBR,United Kingdom,24410.0,USD (PPP),World Bank
2000,GBR,United Kingdom,26600.0,USD (PPP),World Bank
2001,GBR,United Kingdom,28070.0,USD (PPP),World Bank
2002,GBR,United Kingdom,29430.0,USD (PPP),World Bank
2003,GBR,United Kingdom,30660.0,USD (PPP),World Bank
2004,GBR,United Kingdom,32320.0,USD (PPP),World Bank
2005,GBR,United Kingdom,33070.0,USD (PPP),World Bank
2006,GBR,United Kingdom,34600.0,USD (PPP),World Bank
2007,GBR,United Kingdom,35200.0,USD (PPP),World Bank
2008,GBR,United Kingdom,36260.0,USD (PPP),World Bank
2009,GBR,United Kingdom,34730.0,USD (PPP),World Bank
2010,GBR,United Kingdom,36500.0,USD (PPP),World Bank
2011,GBR,United Kingdom,37380.0,USD (PPP),World Bank
2012,GBR,United Kingdom,37980.0,USD (PPP),World Bank
2013,GBR,United Kingdom,39240.0,USD (PPP),World Bank
2014,GBR,United Kingdom,40530.0,USD (PPP),World Bank
2015,GBR,United Kingdom,41600.0,USD (PPP),World Bank
2016,GBR,United Kingdom,43050.0,USD (PPP),World Bank
2017,GBR,United Kingdom,45620.0,USD (PPP),World Bank
2018,GBR,United Kingdom,46570.0,USD (PPP),World Bank
2019,GBR,United Kingdom,50010.0,USD (PPP),World Bank
2020,GBR,United Kingdom,47200.0,USD (PPP),World Bank
2021,GBR,United Kingdom,51310.0,USD (PPP),World Bank
2022,GBR,United Kingdom,58860.0,USD (PPP),World Bank
2023,GBR,United Kingdom,57650.0,USD (PPP),World Bank
2024,GBR,United Kingdom,60090.0,USD (PPP),World Bank
1990,IDN,Indonesia,2890.0,USD (PPP),World Bank
1991,IDN,Indonesia,3150.0,USD (PPP),World Bank
1992,IDN,Indonesia,3370.0,USD (PPP),World Bank
1993,IDN,Indonesia,3650.0,USD (PPP),World Bank
1994,IDN,Indonesia,3990.0,USD (PPP),World Bank
1995,IDN,Indonesia,4320.0,USD (PPP),World Bank
1996,IDN,Indonesia,4680.0,USD (PPP),World Bank
1997,IDN,Indonesia,4890.0,USD (PPP),World Bank
1998,IDN,Indonesia,4110.0,USD (PPP),World Bank
1999,IDN,Indonesia,4050.0,USD (PPP),World Bank
2000,IDN,Indonesia,4330.0,USD (PPP),World Bank
2001,IDN,Indonesia,4670.0,USD (PPP),World Bank
2002,IDN,Indonesia,4920.0,USD (PPP),World Bank
2003,IDN,Indonesia,5150.0,USD (PPP),World Bank
2004,IDN,Indonesia,5440.0,USD (PPP),World Bank
2005,IDN,Indonesia,5840.0,USD (PPP),World Bank
2006,IDN,Indonesia,6300.0,USD (PPP),World Bank
2007,IDN,Indonesia,6800.0,USD (PPP),World Bank
2008,IDN,Indonesia,7300.0,USD (PPP),World Bank
2009,IDN,Indonesia,7590.0,USD (PPP),World Bank
2010,IDN,Indonesia,8130.0,USD (PPP),World Bank
2011,IDN,Indonesia,8690.0,USD (PPP),World Bank
2012,IDN,Indonesia,9260.0,USD (PPP),World Bank
2013,IDN,Indonesia,9570.0,USD (PPP),World Bank
2014,IDN,Indonesia,9730.0,USD (PPP),World Bank
2015,IDN,Indonesia,9690.0,USD (PPP),World Bank
2016,IDN,Indonesia,9930.0,USD (PPP),World Bank
2017,IDN,Indonesia,10350.0,USD (PPP),World Bank
2018,IDN,Indonesia,11030.0,USD (PPP),World Bank
2019,IDN,Indonesia,11620.0,USD (PPP),World Bank
2020,IDN,Indonesia,11410.0,USD (PPP),World Bank
2021,IDN,Indonesia,12410.0,USD (PPP),World Bank
2022,IDN,Indonesia,13900.0,USD (PPP),World Bank
2023,IDN,Indonesia,15010.0,USD (PPP),World Bank
2024,IDN,Indonesia,16010.0,USD (PPP),World Bank
1990,IND,India,1200.0,USD (PPP),World Bank
1991,IND,India,1220.0,USD (PPP),World Bank
1992,IND,India,1290.0,USD (PPP),World Bank
1993,IND,India,1360.0,USD (PPP),World Bank
1994,IND,India,1450.0,USD (PPP),World Bank
1995,IND,India,1560.0,USD (PPP),World Bank
1996,IND,India,1680.0,USD (PPP),World Bank
1997,IND,India,1740.0,USD (PPP),World Bank
1998,IND,India,1840.0,USD (PPP),World Bank
1999,IND,India,1990.0,USD (PPP),World Bank
2000,IND,India,2070.0,USD (PPP),World Bank
2001,IND,India,2180.0,USD (PPP),World Bank
2002,IND,India,2260.0,USD (PPP),World Bank
2003,IND,India,2440.0,USD (PPP),World Bank
2004,IND,India,2660.0,USD (PPP),World Bank
2005,IND,India,2920.0,USD (PPP),World Bank
2006,IND,India,3200.0,USD (PPP),World Bank
2007,IND,India,3490.0,USD (PPP),World Bank
2008,IND,India,3610.0,USD (PPP),World Bank
2009,IND,India,3860.0,USD (PPP),World Bank
2010,IND,India,4160.0,USD (PPP),World Bank
2011,IND,India,4420.0,USD (PPP),World Bank
2012,IND,India,4760.0,USD (PPP),World Bank
2013,IND,India,4950.0,USD (PPP),World Bank
2014,IND,India,5130.0,USD (PPP),World Bank
2015,IND,India,5360.0,USD (PPP),World Bank
2016,IND,India,5730.0,USD (PPP),World Bank
2017,IND,India,6080.0,USD (PPP),World Bank
2018,IND,India,6640.0,USD (PPP),World Bank
2019,IND,India,7080.0,USD (PPP),World Bank
2020,IND,India,6870.0,USD (PPP),World Bank
2021,IND,India,7960.0,USD (PPP),World Bank
2022,IND,India,9080.0,USD (PPP),World Bank
2023,IND,India,10180.0,USD (PPP),World Bank
2024,IND,India,11000.0,USD (PPP),World Bank
1990,ITA,Italy,18440.0,USD (PPP),World Bank
1991,ITA,Italy,19300.0,USD (PPP),World Bank
1992,ITA,Italy,19860.0,USD (PPP),World Bank
1993,ITA,Italy,20180.0,USD (PPP),World Bank
1994,ITA,Italy,21020.0,USD (PPP),World Bank
1995,ITA,Italy,22160.0,USD (PPP),World Bank
1996,ITA,Italy,22870.0,USD (PPP),World Bank
1997,ITA,Italy,23820.0,USD (PPP),World Bank
1998,ITA,Italy,24940.0,USD (PPP),World Bank
1999,ITA,Italy,25600.0,USD (PPP),World Bank
2000,ITA,Italy,27040.0,USD (PPP),World Bank
2001,ITA,Italy,28050.0,USD (PPP),World Bank
2002,ITA,Italy,28700.0,USD (PPP),World Bank
2003,ITA,Italy,29110.0,USD (PPP),World Bank
2004,ITA,Italy,29540.0,USD (PPP),World Bank
2005,ITA,Italy,30180.0,USD (PPP),World Bank
2006,ITA,Italy,32590.0,USD (PPP),World Bank
2007,ITA,Italy,34130.0,USD (PPP),World Bank
2008,ITA,Italy,35100.0,USD (PPP),World Bank
2009,ITA,Italy,34460.0,USD (PPP),World Bank
2010,ITA,Italy,34900.0,USD (PPP),World Bank
2011,ITA,Italy,36300.0,USD (PPP),World Bank
2012,ITA,Italy,36240.0,USD (PPP),World Bank
2013,ITA,Italy,36400.0,USD (PPP),World Bank
2014,ITA,Italy,36670.0,USD (PPP),World Bank
2015,ITA,Italy,37140.0,USD (PPP),World Bank
2016,ITA,Italy,40590.0,USD (PPP),World Bank
2017,ITA,Italy,42370.0,USD (PPP),World Bank
2018,ITA,Italy,43850.0,USD (PPP),World Bank
2019,ITA,Italy,47030.0,USD (PPP),World Bank
2020,ITA,Italy,45000.0,USD (PPP),World Bank
2021,ITA,Italy,50380.0,USD (PPP),World Bank
2022,ITA,Italy,56770.0,USD (PPP),World Bank
2023,ITA,Italy,57590.0,USD (PPP),World Bank
2024,ITA,Italy,60460.0,USD (PPP),World Bank
1990,JPN,Japan,20130.0,USD (PPP),World Bank
1991,JPN,Japan,21360.0,USD (PPP),World Bank
1992,JPN,Japan,21960.0,USD (PPP),World Bank
1993,JPN,Japan,22440.0,USD (PPP),World Bank
1994,JPN,Japan,23010.0,USD (PPP),World Bank
1995,JPN,Japan,24060.0,USD (PPP),World Bank
1996,JPN,Japan,25300.0,USD (PPP),World Bank
1997,JPN,Japan,25960.0,USD (PPP),World Bank
1998,JPN,Japan,25820.0,USD (PPP),World Bank
1999,JPN,Japan,26050.0,USD (PPP),World Bank
2000,JPN,Japan,27680.0,USD (PPP),World Bank
2001,JPN,Japan,28380.0,USD (PPP),World Bank
2002,JPN,Japan,29040.0,USD (PPP),World Bank
2003,JPN,Japan,29870.0,USD (PPP),World Bank
2004,JPN,Japan,31430.0,USD (PPP),World Bank
2005,JPN,Japan,32880.0,USD (PPP),World Bank
2006,JPN,Japan,34530.0,USD (PPP),World Bank
2007,JPN,Japan,36090.0,USD (PPP),World Bank
2008,JPN,Japan,36220.0,USD (PPP),World Bank
2009,JPN,Japan,34390.0,USD (PPP),World Bank
2010,JPN,Japan,36280.0,USD (PPP),World Bank
2011,JPN,Japan,37270.0,USD (PPP),World Bank
2012,JPN,Japan,38640.0,USD (PPP),World Bank
2013,JPN,Japan,40760.0,USD (PPP),World Bank
2014,JPN,Japan,41030.0,USD (PPP),World Bank
2015,JPN,Japan,42520.0,USD (PPP),World Bank
2016,JPN,Japan,42010.0,USD (PPP),World Bank
2017,JPN,Japan,42980.0,USD (PPP),World Bank
2018,JPN,Japan,43750.0,USD (PPP),World Bank
2019,JPN,Japan,44350.0,USD (PPP),World Bank
2020,JPN,Japan,43980.0,USD (PPP),World Bank
2021,JPN,Japan,46470.0,USD (PPP),World Bank
2022,JPN,Japan,50320.0,USD (PPP),World Bank
2023,JPN,Japan,52860.0,USD (PPP),World Bank
2024,JPN,Japan,55120.0,USD (PPP),World Bank
1990,KOR,"Korea, Rep.",8350.0,USD (PPP),World Bank
1991,KOR,"Korea, Rep.",9470.0,USD (PPP),World Bank
1992,KOR,"Korea, Rep.",10170.0,USD (PPP),World Bank
1993,KOR,"Korea, Rep.",11020.0,USD (PPP),World Bank
1994,KOR,"Korea, Rep.",12160.0,USD (PPP),World Bank
1995,KOR,"Korea, Rep.",13450.0,USD (PPP),World Bank
1996,KOR,"Korea, Rep.",14640.0,USD (PPP),World Bank
1997,KOR,"Korea, Rep.",15640.0,USD (PPP),World Bank
1998,KOR,"Korea, Rep.",14780.0,USD (PPP),World Bank
1999,KOR,"Korea, Rep.",16620.0,USD (PPP),World Bank
2000,KOR,"Korea, Rep.",18410.0,USD (PPP),World Bank
2001,KOR,"Korea, Rep.",19590.0,USD (PPP),World Bank
2002,KOR,"Korea, Rep.",21320.0,USD (PPP),World Bank
2003,KOR,"Korea, Rep.",22020.0,USD (PPP),World Bank
2004,KOR,"Korea, Rep.",23730.0,USD (PPP),World Bank
2005,KOR,"Korea, Rep.",25010.0,USD (PPP),World Bank
2006,KOR,"Korea, Rep.",26810.0,USD (PPP),World Bank
2007,KOR,"Korea, Rep.",28990.0,USD (PPP),World Bank
2008,KOR,"Korea, Rep.",29950.0,USD (PPP),World Bank
2009,KOR,"Korea, Rep.",29460.0,USD (PPP),World Bank
2010,KOR,"Korea, Rep.",31780.0,USD (PPP),World Bank
2011,KOR,"Korea, Rep.",32750.0,USD (PPP),World Bank
2012,KOR,"Korea, Rep.",33910.0,USD (PPP),World Bank
2013,KOR,"Korea, Rep.",34460.0,USD (PPP),World Bank
2014,KOR,"Korea, Rep.",35500.0,USD (PPP),World Bank
2015,KOR,"Korea, Rep.",38030.0,USD (PPP),World Bank
2016,KOR,"Korea, Rep.",39720.0,USD (PPP),World Bank
2017,KOR,"Korea, Rep.",41120.0,USD (PPP),World Bank
2018,KOR,"Korea, Rep.",43220.0,USD (PPP),World Bank
2019,KOR,"Korea, Rep.",44240.0,USD (PPP),World Bank
2020,KOR,"Korea, Rep.",45540.0,USD (PPP),World Bank
2021,KOR,"Korea, Rep.",48960.0,USD (PPP),World Bank
2022,KOR,"Korea, Rep.",51980.0,USD (PPP),World Bank
2023,KOR,"Korea, Rep.",53180.0,USD (PPP),World Bank
1990,MEX,Mexico,8360.0,USD (PPP),World Bank
